student_id,school_id,year_level,gender,enrolment_date,status
STU000077,SCH002,4,Female,2022-07-15,Active
STU000078,SCH030,3,Non-specified,2023-12-28,Active
STU000079,SCH026,10,Male,2018-04-22,Active
STU000080,SCH028,2,Male,2020-01-15,Active
STU000081,SCH025,10,Female,2021-08-31,Active
STU000082,SCH025,10,Male,2022-09-23,Active
STU000083,SCH006,4,Female,2024-01-19,Active
STU000084,SCH023,2,Male,2018-06-14,Active
STU000085,SCH016,2,Male,2024-12-19,Active
STU000086,SCH009,3,Male,2024-04-29,Transferred
STU000087,SCH030,12,Female,2022-02-19,Active
STU000088,SCH039,11,Male,2019-11-02,Left
STU000089,SCH007,5,Female,2021-07-01,Active
STU000090,SCH014,11,Male,2020-03-23,Active
STU000091,SCH014,7,Male,2019-02-22,Active
STU000092,SCH001,7,Male,2019-05-11,Active
STU000093,SCH037,8,Female,2022-10-21,Active
STU000094,SCH005,10,Female,2022-09-17,Active
STU000095,SCH007,4,Male,2023-02-27,Active
STU000096,SCH028,2,Male,2021-01-11,Active
STU000097,SCH027,7,Female,2022-11-20,Left
STU000098,SCH038,3,Female,2020-10-02,Active
STU000099,SCH006,3,Male,2020-09-25,Active
STU000100,SCH011,11,Female,2023-07-18,Active
STU000101,SCH012,12,Female,2020-11-24,Left
STU000102,SCH039,12,Male,2023-10-18,Transferred
STU000103,SCH006,2,Male,2023-06-25,Active
STU000104,SCH016,6,Female,2023-07-04,Active
STU000105,SCH002,1,Female,2022-07-15,Active
STU000106,SCH020,6,Male,2023-04-23,Active
STU000107,SCH023,4,Non-specified,2024-03-04,Active
STU000108,SCH045,4,Female,2020-10-26,Active
STU000109,SCH047,1,Female,2024-01-04,Left
STU000110,SCH045,2,Female,2023-06-07,Active
STU000111,SCH038,6,Male,2021-03-05,Left
STU000112,SCH013,10,Female,2020-01-05,Left
STU000113,SCH046,4,Female,2018-07-06,Left
STU000114,SCH036,3,Male,2019-06-02,Active
STU000115,SCH049,12,Female,2018-02-20,Left
STU000116,SCH031,3,Female,2020-01-26,Left
STU000117,SCH019,11,Female,2018-09-25,Active
STU000118,SCH005,7,Female,2024-04-24,Transferred
STU000119,SCH006,2,Female,2022-09-01,Active
STU000120,SCH040,12,Male,2022-04-08,Active
STU000121,SCH029,3,Male,2022-10-23,Active
STU000122,SCH040,11,Male,2019-02-11,Transferred
STU000123,SCH014,11,Female,2018-11-29,Active
STU000124,SCH012,12,Female,2022-08-01,Active
STU000125,SCH039,12,Female,2020-08-06,Left
STU000126,SCH019,12,Female,2020-08-14,Transferred
STU000127,SCH041,12,Female,2024-02-09,Active
STU000128,SCH010,12,Male,2018-10-20,Left
STU000129,SCH020,4,Male,2024-05-20,Transferred
STU000130,SCH029,1,Female,2021-05-30,Active
STU000131,SCH018,5,Male,2022-11-29,Active
STU000132,SCH003,4,Male,2024-10-08,Active
STU000133,SCH006,2,Male,2024-06-14,Active
STU000134,SCH013,7,Male,2021-01-08,Active
STU000135,SCH049,11,Female,2022-12-17,Transferred
STU000136,SCH012,12,Male,2023-07-08,Left
STU000137,SCH031,3,Female,2021-08-08,Active
STU000138,SCH011,6,Female,2023-07-23,Active
STU000139,SCH026,12,Male,2023-02-06,Left
STU000140,SCH017,9,Female,2022-07-14,Transferred
STU000141,SCH010,11,Female,2020-02-08,Active
STU000142,SCH040,12,Male,2018-07-31,Left
STU000143,SCH036,1,Male,2022-11-30,Transferred
STU000144,SCH032,1,Female,2025-01-24,Active
STU000145,SCH016,6,Female,2024-03-06,Active
STU000146,SCH027,8,Female,2019-04-10,Active
STU000147,SCH008,5,Male,2023-08-04,Transferred
STU000148,SCH019,12,Female,2023-05-31,Left
STU000149,SCH016,4,Male,2022-04-21,Active
STU000150,SCH039,12,Male,2021-02-05,Active
STU000151,SCH027,10,Male,2023-09-11,Active
STU000152,SCH001,10,Male,2024-08-01,Active
STU000153,SCH021,4,Male,2023-01-04,Active
STU000154,SCH023,3,Male,2024-02-04,Active
STU000155,SCH005,7,Female,2020-09-05,Active
STU000156,SCH026,7,Male,2018-06-28,Active
STU000157,SCH031,6,Male,2022-04-11,Active
STU000158,SCH027,7,Male,2019-09-16,Active
STU000159,SCH003,2,Male,2024-08-14,Active
STU000160,SCH030,7,Male,2019-02-13,Active
STU000161,SCH030,0,Male,2022-08-07,Transferred
STU000162,SCH010,12,Female,2020-12-21,Left
STU000163,SCH045,4,Male,2021-09-07,Active
STU000164,SCH035,4,Male,2025-01-11,Active
STU000165,SCH049,12,Male,2018-05-28,Left
STU000166,SCH016,5,Male,2021-03-23,Left
STU000167,SCH048,1,Female,2019-02-08,Active
STU000168,SCH013,7,Female,2019-11-13,Active
STU000169,SCH002,1,Female,2018-08-18,Active
STU000170,SCH024,4,Female,2023-12-16,Active
STU000171,SCH044,12,Female,2018-11-20,Active
STU000172,SCH025,9,Male,2024-07-16,Active
STU000173,SCH030,11,Female,2020-11-11,Active
STU000174,SCH030,5,Male,2019-10-10,Active
STU000175,SCH023,5,Female,2022-10-04,Active
STU000176,SCH030,5,Female,2022-04-25,Active
STU000177,SCH007,2,Female,2022-01-10,Active
STU000178,SCH045,3,Female,2022-06-10,Active
STU000179,SCH037,8,Male,2023-07-28,Active
STU000180,SCH019,12,Male,2021-12-14,Active
STU000181,SCH013,10,Male,2019-07-15,Active
STU000182,SCH041,12,Female,2022-12-11,Active
STU000183,SCH024,6,Female,2021-04-23,Active
STU000184,SCH027,8,Female,2024-01-19,Transferred
STU000185,SCH024,5,Male,2021-01-21,Active
STU000186,SCH040,11,Male,2021-04-23,Active
STU000187,SCH005,7,Female,2018-11-05,Active
STU000188,SCH015,6,Male,2022-06-16,Left
STU000189,SCH036,3,Female,2022-06-05,Active
STU000190,SCH035,1,Female,2020-12-09,Active
STU000191,SCH041,12,Female,2020-08-15,Left
STU000192,SCH040,12,Male,2020-06-25,Left
STU000193,SCH041,12,Male,2021-05-22,Left
STU000194,SCH008,2,Female,2018-06-02,Active
STU000195,SCH032,1,Female,2024-01-11,Active
STU000196,SCH030,6,Male,2024-01-22,Active
STU000197,SCH048,6,Female,2022-08-27,Active
STU000198,SCH032,5,Female,2021-02-19,Left
STU000199,SCH024,2,Female,2020-08-25,Active
STU000200,SCH007,6,Female,2022-01-09,Active
STU000201,SCH018,2,Male,2023-02-06,Active
STU000202,SCH014,11,Male,2018-03-29,Active
STU000203,SCH022,2,Non-specified,2024-05-01,Active
STU000204,SCH049,12,Male,2020-08-12,Active
STU000205,SCH010,11,Female,2019-08-16,Left
STU000206,SCH035,3,Male,2019-03-27,Active
STU000207,SCH002,2,Female,2020-09-01,Active
STU000208,SCH002,2,Female,2019-06-04,Active
STU000209,SCH034,8,Male,2023-05-05,Active
STU000210,SCH024,5,Male,2023-01-26,Active
STU000211,SCH040,12,Male,2023-11-06,Active
STU000212,SCH042,1,Female,2023-05-16,Active
STU000213,SCH028,6,Female,2022-12-22,Active
STU000214,SCH006,3,Male,2018-09-27,Active
STU000215,SCH040,12,Female,2024-09-12,Left
STU000216,SCH025,9,Male,2019-02-11,Transferred
STU000217,SCH027,7,Male,2024-03-08,Active
STU000218,SCH014,7,Female,2020-07-24,Active
STU000219,SCH030,7,Female,2019-01-25,Active
STU000220,SCH021,6,Female,2019-09-18,Active
STU000221,SCH031,1,Female,2018-12-16,Active
STU000222,SCH007,6,Male,2019-06-17,Active
STU000223,SCH038,5,Male,2019-05-16,Active
STU000224,SCH043,6,Female,2018-07-30,Left
STU000225,SCH039,12,Female,2024-06-25,Left
STU000226,SCH010,12,Female,2019-03-20,Left
STU000227,SCH036,3,Female,2021-02-15,Active
STU000228,SCH005,7,Male,2024-12-21,Active
STU000229,SCH042,5,Female,2020-12-31,Active
STU000230,SCH018,6,Male,2021-10-23,Active
STU000231,SCH012,12,Male,2022-06-30,Active
STU000232,SCH048,6,Male,2019-01-11,Active
STU000233,SCH014,7,Female,2021-10-28,Active
STU000234,SCH020,6,Female,2024-05-13,Active
STU000235,SCH004,2,Female,2024-12-05,Active
STU000236,SCH006,3,Female,2022-10-03,Active
STU000237,SCH029,4,Female,2023-09-30,Active
STU000238,SCH028,1,Female,2024-08-26,Active
STU000239,SCH043,2,Female,2022-06-07,Left
STU000240,SCH004,1,Female,2020-05-15,Active
STU000241,SCH049,12,Female,2019-05-07,Left
STU000242,SCH048,4,Female,2022-04-07,Active
STU000243,SCH015,5,Male,2021-12-21,Active
STU000244,SCH048,0,Female,2023-02-27,Transferred
STU000245,SCH021,5,Female,2022-07-15,Active
STU000246,SCH027,9,Female,2018-03-27,Left
STU000247,SCH011,12,Male,2023-02-28,Left
STU000248,SCH024,1,Female,2019-03-10,Active
STU000249,SCH038,3,Male,2022-06-10,Transferred
STU000250,SCH048,3,Female,2019-11-20,Active
STU000251,SCH041,11,Male,2020-03-05,Transferred
STU000252,SCH023,3,Male,2019-08-28,Active
STU000253,SCH010,12,Female,2024-10-03,Left
STU000254,SCH049,12,Female,2025-01-16,Active
STU000255,SCH049,12,Male,2024-05-01,Left
STU000256,SCH040,12,Male,2025-01-13,Left
STU000257,SCH029,1,Female,2025-01-30,Active
STU000258,SCH018,5,Female,2023-09-10,Active
STU000259,SCH030,8,Female,2022-02-19,Active
STU000260,SCH005,8,Male,2023-09-08,Active
STU000261,SCH038,5,Male,2018-06-18,Active
STU000262,SCH037,9,Female,2023-05-03,Active
STU000263,SCH004,3,Female,2021-11-07,Left
STU000264,SCH006,5,Male,2018-06-10,Active
STU000265,SCH029,4,Male,2024-11-02,Active
STU000266,SCH024,3,Female,2021-10-17,Active
STU000267,SCH014,7,Male,2021-10-02,Active
STU000268,SCH007,5,Male,2021-03-09,Active
STU000269,SCH046,5,Male,2021-09-27,Active
STU000270,SCH043,1,Male,2021-06-24,Left
STU000271,SCH045,6,Female,2024-09-03,Active
STU000272,SCH006,3,Male,2021-09-07,Active
STU000273,SCH042,6,Male,2023-11-27,Active
STU000274,SCH007,4,Male,2018-03-16,Active
STU000275,SCH044,12,Female,2023-06-15,Transferred
STU000276,SCH009,2,Female,2019-02-19,Active
STU000277,SCH026,7,Male,2023-11-27,Active
STU000278,SCH027,7,Male,2024-09-12,Active
STU000279,SCH011,3,Male,2025-01-02,Active
STU000280,SCH011,12,Female,2022-08-10,Active
STU000281,SCH047,2,Male,2024-11-05,Left
STU000282,SCH014,7,Female,2023-12-28,Active
STU000283,SCH031,6,Female,2024-05-25,Left
STU000284,SCH030,12,Female,2022-04-14,Left
STU000285,SCH027,9,Male,2024-10-12,Active
STU000286,SCH017,8,Male,2022-03-01,Active
STU000287,SCH007,6,Male,2019-05-26,Active
STU000288,SCH049,12,Female,2023-10-04,Active
STU000289,SCH028,1,Male,2020-06-28,Active
STU000290,SCH023,1,Female,2022-06-12,Active
STU000291,SCH016,4,Non-specified,2022-03-16,Active
STU000292,SCH021,1,Male,2021-10-05,Active
STU000293,SCH009,1,Female,2023-04-20,Active
STU000294,SCH014,7,Male,2023-01-12,Active
STU000295,SCH006,1,Female,2019-09-05,Active
STU000296,SCH047,5,Male,2019-04-01,Active
STU000297,SCH016,3,Female,2020-09-03,Active
STU000298,SCH040,12,Female,2023-08-10,Left
STU000299,SCH002,6,Male,2020-09-17,Active
STU000300,SCH019,12,Female,2021-12-16,Left
STU000301,SCH027,9,Male,2018-12-17,Active
STU000302,SCH024,1,Male,2024-02-07,Left
STU000303,SCH020,5,Female,2023-04-10,Active
STU000304,SCH025,10,Female,2018-03-08,Active
STU000305,SCH005,10,Female,2025-01-17,Active
STU000306,SCH038,6,Male,2019-07-01,Active
STU000307,SCH035,3,Male,2019-12-19,Active
STU000308,SCH044,12,Non-specified,2023-05-15,Left
STU000309,SCH009,1,Male,2023-02-18,Active
STU000310,SCH013,8,Male,2018-06-21,Active
STU000311,SCH020,5,Female,2024-02-03,Active
STU000312,SCH011,7,Male,2021-03-17,Active
STU000313,SCH021,1,Male,2021-09-21,Active
STU000314,SCH024,3,Male,2022-12-07,Transferred
STU000315,SCH025,10,Male,2023-07-26,Active
STU000316,SCH037,7,Male,2018-12-05,Active
STU000317,SCH006,4,Male,2020-01-10,Active
STU000318,SCH021,1,Female,2021-04-25,Active
STU000319,SCH039,12,Female,2022-12-24,Left
STU000320,SCH003,6,Male,2021-12-15,Active
STU000321,SCH028,3,Male,2018-08-23,Active
STU000322,SCH041,12,Female,2019-10-18,Left
STU000323,SCH010,12,Female,2018-10-03,Left
STU000324,SCH042,3,Female,2024-05-12,Active
STU000325,SCH010,12,Male,2022-03-04,Left
STU000326,SCH005,9,Male,2022-06-19,Active
STU000327,SCH018,2,Male,2018-04-17,Active
STU000328,SCH032,5,Female,2024-04-19,Active
STU000329,SCH050,2,Male,2020-05-28,Left
STU000330,SCH019,12,Female,2019-07-10,Left
STU000331,SCH029,1,Male,2022-12-29,Left
STU000332,SCH044,12,Male,2018-09-23,Left
STU000333,SCH019,12,Male,2019-12-15,Left
STU000334,SCH035,2,Female,2020-04-03,Active
STU000335,SCH013,7,Male,2022-01-18,Active
STU000336,SCH024,4,Male,2024-03-09,Active
STU000337,SCH006,1,Female,2023-05-15,Active
STU000338,SCH021,4,Male,2018-10-30,Active
STU000339,SCH021,6,Female,2023-03-24,Active
STU000340,SCH023,2,Male,2024-03-08,Active
STU000341,SCH012,12,Female,2018-08-15,Active
STU000342,SCH034,9,Female,2019-10-26,Active
STU000343,SCH046,1,Female,2023-10-27,Transferred
STU000344,SCH006,3,Female,2024-03-06,Active
STU000345,SCH041,12,Male,2019-01-18,Left
STU000346,SCH011,10,Male,2019-09-24,Active
STU000347,SCH040,12,Male,2024-04-27,Left
STU000348,SCH002,1,Female,2024-06-20,Active
STU000349,SCH014,12,Male,2024-12-06,Left
STU000350,SCH032,6,Male,2021-05-22,Active
STU000351,SCH044,12,Female,2018-10-26,Left
STU000352,SCH011,8,Female,2023-03-18,Active
STU000353,SCH039,12,Female,2021-07-31,Active
STU000354,SCH023,4,Female,2022-02-26,Active
STU000355,SCH007,3,Female,2019-05-17,Active
STU000356,SCH016,1,Female,2021-04-03,Transferred
STU000357,SCH040,12,Female,2019-10-17,Left
STU000358,SCH037,10,Female,2019-10-15,Active
STU000359,SCH014,4,Male,2021-06-17,Left
STU000360,SCH006,4,Male,2020-09-13,Active
STU000361,SCH038,1,Female,2023-07-21,Transferred
STU000362,SCH042,6,Female,2024-01-08,Active
STU000363,SCH007,4,Female,2020-12-19,Active
STU000364,SCH049,12,Female,2022-06-29,Left
STU000365,SCH036,2,Female,2021-03-28,Active
STU000366,SCH011,4,Male,2021-02-19,Active
STU000367,SCH040,12,Female,2019-02-01,Active
STU000368,SCH029,5,Male,2019-08-14,Transferred
STU000369,SCH046,4,Male,2018-07-05,Active
STU000370,SCH046,3,Male,2023-10-29,Active
STU000371,SCH039,12,Female,2024-11-16,Active
STU000372,SCH026,10,Male,2021-05-10,Active
STU000373,SCH030,7,Male,2023-06-30,Active
STU000374,SCH020,4,Male,2022-02-17,Active
STU000375,SCH008,4,Male,2025-01-21,Active
STU000376,SCH031,3,Male,2024-06-27,Active
STU000377,SCH047,1,Male,2019-11-30,Active
STU000378,SCH047,5,Male,2022-04-07,Active
STU000379,SCH044,12,Female,2019-03-27,Active
STU000380,SCH029,3,Female,2022-08-19,Active
STU000381,SCH011,11,Male,2018-09-13,Active
STU000382,SCH034,9,Male,2023-05-14,Active
STU000383,SCH021,2,Female,2023-12-24,Active
STU000384,SCH023,6,Male,2020-12-18,Active
STU000385,SCH013,9,Female,2021-05-07,Active
STU000386,SCH005,7,Female,2020-04-29,Active
STU000387,SCH032,2,Female,2024-04-14,Transferred
STU000388,SCH047,3,Female,2024-06-06,Active
STU000389,SCH049,11,Male,2019-08-23,Active
STU000390,SCH019,12,Female,2022-12-17,Active
STU000391,SCH048,4,Female,2024-01-16,Active
STU000392,SCH036,6,Female,2019-03-24,Active
STU000393,SCH038,2,Female,2023-12-16,Active
STU000394,SCH015,1,Female,2021-09-14,Active
STU000395,SCH007,5,Male,2018-01-22,Left
STU000396,SCH011,7,Male,2023-05-03,Active
STU000397,SCH013,9,Female,2018-08-31,Transferred
STU000398,SCH006,6,Male,2024-01-01,Active
STU000399,SCH003,1,Female,2019-12-22,Transferred
STU000400,SCH037,7,Female,2023-07-23,Active
STU000401,SCH025,7,Male,2018-06-03,Active
STU000402,SCH037,8,Male,2021-10-04,Active
STU000403,SCH042,5,Male,2019-07-04,Active
STU000404,SCH030,5,Female,2019-04-07,Active
STU000405,SCH047,4,Male,2020-02-02,Active
STU000406,SCH005,7,Female,2020-03-02,Active
STU000407,SCH041,12,Male,2023-10-12,Left
STU000408,SCH026,11,Female,2019-07-30,Active
STU000409,SCH016,1,Female,2020-08-22,Active
STU000410,SCH018,3,Female,2024-06-04,Active
STU000411,SCH042,3,Male,2018-09-12,Active
STU000412,SCH030,4,Female,2023-08-21,Transferred
STU000413,SCH026,7,Female,2019-04-26,Active
STU000414,SCH019,12,Male,2020-06-16,Left
STU000415,SCH031,2,Female,2024-10-17,Left
STU000416,SCH045,5,Male,2024-01-11,Active
STU000417,SCH014,12,Female,2024-09-06,Transferred
STU000418,SCH006,5,Female,2022-01-21,Active
STU000419,SCH037,7,Female,2024-02-22,Transferred
STU000420,SCH013,9,Female,2023-11-02,Active
STU000421,SCH044,12,Male,2023-06-26,Active
STU000422,SCH035,4,Male,2023-02-01,Active
STU000423,SCH041,11,Male,2024-04-07,Active
STU000424,SCH020,6,Female,2020-11-08,Active
STU000425,SCH048,2,Male,2018-07-05,Active
STU000426,SCH045,0,Male,2018-09-04,Transferred
STU000427,SCH049,11,Female,2022-08-02,Active
STU000428,SCH014,7,Male,2022-09-18,Active
STU000429,SCH041,11,Male,2022-03-27,Active
STU000430,SCH044,12,Male,2021-11-25,Active
STU000431,SCH035,4,Male,2020-07-01,Active
STU000432,SCH049,12,Male,2023-03-12,Active
STU000433,SCH035,4,Male,2020-07-29,Active
STU000434,SCH023,2,Female,2019-04-08,Active
STU000435,SCH021,4,Male,2018-03-06,Active
STU000436,SCH005,8,Male,2023-01-03,Active
STU000437,SCH005,7,Female,2018-07-01,Active
STU000438,SCH015,5,Female,2018-08-20,Active
STU000439,SCH040,12,Male,2024-06-17,Transferred
STU000440,SCH039,12,Female,2019-08-10,Left
STU000441,SCH034,9,Female,2021-02-01,Active
STU000442,SCH038,6,Male,2025-01-08,Active
STU000443,SCH036,3,Female,2021-11-11,Transferred
STU000444,SCH022,4,Male,2021-07-29,Active
STU000445,SCH027,9,Female,2020-01-24,Active
STU000446,SCH031,2,Male,2021-05-16,Active
STU000447,SCH010,12,Male,2024-04-22,Left
STU000448,SCH027,9,Female,2020-11-10,Active
STU000449,SCH042,1,Male,2022-02-28,Active
STU000450,SCH034,7,Female,2021-01-04,Active
STU000451,SCH039,12,Male,2020-02-10,Active
STU000452,SCH038,6,Male,2020-06-07,Active
STU000453,SCH022,3,Male,2018-03-04,Active
STU000454,SCH013,7,Male,2023-05-16,Transferred
STU000455,SCH045,4,Male,2022-06-13,Transferred
STU000456,SCH036,3,Male,2022-04-09,Active
STU000457,SCH042,3,Female,2022-01-13,Active
STU000458,SCH032,4,Female,2023-04-08,Active
STU000459,SCH021,2,Female,2022-08-23,Active
STU000460,SCH015,6,Female,2020-12-04,Active
STU000461,SCH038,5,Male,2021-04-24,Active
STU000462,SCH022,2,Female,2020-10-03,Active
STU000463,SCH042,5,Female,2023-06-25,Left
STU000464,SCH042,6,Male,2019-11-21,Active
STU000465,SCH023,2,Female,2024-02-17,Active
STU000466,SCH035,6,Male,2023-11-17,Active
STU000467,SCH005,8,Male,2022-08-17,Active
STU000468,SCH041,12,Female,2019-09-11,Active
STU000469,SCH021,4,Female,2024-12-05,Active
STU000470,SCH040,12,Male,2018-03-06,Left
STU000471,SCH036,4,Female,2023-12-09,Active
STU000472,SCH035,3,Female,2022-10-30,Active
STU000473,SCH012,12,Male,2023-11-18,Active
STU000474,SCH013,10,Male,2020-12-30,Active
STU000475,SCH006,3,Male,2023-02-24,Active
STU000476,SCH045,2,Female,2018-11-27,Active
STU000477,SCH013,7,Female,2022-07-19,Active
STU000478,SCH036,4,Female,2018-02-08,Active
STU000479,SCH006,4,Male,2021-09-18,Active
STU000480,SCH007,5,Male,2020-07-30,Active
STU000481,SCH045,4,Female,2018-07-10,Transferred
STU000482,SCH044,12,Male,2024-04-27,Left
STU000483,SCH012,12,Female,2020-04-28,Left
STU000484,SCH049,12,Male,2021-05-10,Left
STU000485,SCH016,5,Male,2022-05-13,Active
STU000486,SCH035,3,Female,2019-07-28,Active
STU000487,SCH045,6,Female,2021-11-17,Active
STU000488,SCH028,2,Male,2021-10-27,Active
STU000489,SCH040,12,Male,2021-08-29,Left
STU000490,SCH013,7,Non-specified,2023-07-03,Active
STU000491,SCH036,4,Female,2024-07-27,Active
STU000492,SCH017,7,Male,2020-10-06,Active
STU000493,SCH030,3,Female,2019-09-24,Transferred
STU000494,SCH021,2,Female,2018-01-22,Transferred
STU000495,SCH029,3,Male,2019-02-23,Active
STU000496,SCH012,12,Female,2024-03-22,Left
STU000497,SCH007,1,Female,2024-03-20,Active
STU000498,SCH039,12,Male,2018-02-20,Left
STU000499,SCH025,7,Male,2024-04-10,Transferred
STU000500,SCH016,5,Male,2022-04-09,Active
STU000501,SCH018,3,Female,2019-08-21,Active
STU000502,SCH028,3,Female,2023-06-07,Active
STU000503,SCH024,3,Male,2025-01-04,Active
STU000504,SCH040,12,Female,2019-07-09,Active
STU000505,SCH026,6,Male,2022-04-06,Active
STU000506,SCH022,4,Female,2024-08-31,Active
STU000507,SCH021,5,Male,2020-04-02,Active
STU000508,SCH012,12,Male,2021-04-08,Left
STU000509,SCH041,12,Male,2020-09-19,Left
STU000510,SCH037,7,Male,2022-02-04,Active
STU000511,SCH037,9,Male,2024-02-13,Active
STU000512,SCH050,4,Female,2023-03-06,Transferred
STU000513,SCH014,8,Male,2018-10-11,Active
STU000514,SCH010,11,Female,2021-05-25,Active
STU000515,SCH016,2,Male,2022-03-25,Active
STU000516,SCH039,12,Male,2023-12-29,Left
STU000517,SCH045,4,Male,2022-01-12,Active
STU000518,SCH035,5,Male,2018-12-15,Active
STU000519,SCH016,6,Male,2019-11-13,Left
STU000520,SCH003,4,Non-specified,2022-06-25,Left
STU000521,SCH026,7,Female,2018-02-13,Active
STU000522,SCH015,5,Male,2024-04-04,Active
STU000523,SCH037,9,Female,2022-05-22,Active
STU000524,SCH044,12,Female,2018-04-11,Active
STU000525,SCH019,12,Male,2018-12-18,Left
STU000526,SCH047,2,Female,2021-11-06,Active
STU000527,SCH014,9,Female,2023-05-05,Active
STU000528,SCH047,6,Female,2018-10-03,Active
STU000529,SCH046,1,Female,2021-11-06,Active
STU000530,SCH044,12,Male,2020-09-26,Active
STU000531,SCH036,1,Female,2022-10-13,Left
STU000532,SCH034,7,Female,2020-01-26,Active
STU000533,SCH043,3,Female,2024-11-20,Transferred
STU000534,SCH029,5,Female,2018-01-19,Active
STU000535,SCH014,5,Male,2018-09-14,Active
STU000536,SCH035,2,Female,2020-03-18,Active
STU000537,SCH049,11,Male,2021-07-07,Active
STU000538,SCH040,12,Male,2021-11-26,Left
STU000539,SCH030,9,Female,2021-05-03,Transferred
STU000540,SCH038,1,Male,2021-07-06,Active
STU000541,SCH020,1,Female,2019-08-03,Active
STU000542,SCH027,9,Male,2022-09-29,Active
STU000543,SCH041,12,Male,2023-06-29,Active
STU000544,SCH012,12,Male,2024-12-12,Left
STU000545,SCH023,1,Female,2020-03-10,Active
STU000546,SCH036,5,Male,2022-08-03,Active
STU000547,SCH014,11,Female,2018-12-05,Active
STU000548,SCH049,12,Female,2021-01-30,Active
STU000549,SCH019,12,Male,2024-05-05,Active
STU000550,SCH029,4,Male,2019-04-09,Active
STU000551,SCH005,7,Male,2022-02-11,Active
STU000552,SCH049,12,Male,2022-12-13,Active
STU000553,SCH028,1,Male,2020-10-10,Active
