assessment_id,student_id,school_id,assessment_year,domain,score,proficiency_band
ASM2025NUM000014,STU000014,SCH029,2025,Numeracy,284,Low
ASM2025WRI000014,STU000014,SCH029,2025,Writing,403,Medium
ASM2025REA000015,STU000015,SCH006,2025,Reading,428,Medium
ASM2025NUM000015,STU000015,SCH006,2025,Numeracy,423,Medium
ASM2025WRI000015,STU000015,SCH006,2025,Writing,404,Medium
ASM2025REA000016,STU000016,SCH005,2025,Reading,461,Medium
ASM2025NUM000016,STU000016,SCH005,2025,Numeracy,450,Medium
ASM2025WRI000016,STU000016,SCH005,2025,Writing,344,Low
ASM2025REA000017,STU000017,SCH021,2025,Reading,379,Low
ASM2025NUM000017,STU000017,SCH021,2025,Numeracy,309,Low
ASM2025WRI000017,STU000017,SCH021,2025,Writing,332,Low
ASM2025REA000018,STU000018,SCH008,2025,Reading,435,Medium
ASM2025NUM000018,STU000018,SCH008,2025,Numeracy,467,Medium
ASM2025WRI000018,STU000018,SCH008,2025,Writing,443,Medium
ASM2025REA000019,STU000019,SCH005,2025,Reading,407,Medium
ASM2025NUM000019,STU000019,SCH005,2025,Numeracy,429,Medium
ASM2025WRI000019,STU000019,SCH005,2025,Writing,434,Medium
ASM2025REA000020,STU000020,SCH031,2025,Reading,455,Medium
ASM2025NUM000020,STU000020,SCH031,2025,Numeracy,393,Low
ASM2025WRI000020,STU000020,SCH031,2025,Writing,444,Medium
ASM2025REA000022,STU000022,SCH041,2025,Reading,494,Medium
ASM2025NUM000022,STU000022,SCH041,2025,Numeracy,444,Medium
ASM2025WRI000022,STU000022,SCH041,2025,Writing,393,Low
ASM2025REA000023,STU000023,SCH027,2025,Reading,324,Low
ASM2025NUM000023,STU000023,SCH027,2025,Numeracy,455,Medium
ASM2025WRI000023,STU000023,SCH027,2025,Writing,451,Medium
ASM2025REA000024,STU000024,SCH032,2025,Reading,512,Medium
ASM2025NUM000024,STU000024,SCH032,2025,Numeracy,430,Medium
ASM2025WRI000024,STU000024,SCH032,2025,Writing,441,Medium
ASM2025REA000025,STU000025,SCH020,2025,Reading,375,Low
ASM2025NUM000025,STU000025,SCH020,2025,Numeracy,355,Low
ASM2025WRI000025,STU000025,SCH020,2025,Writing,318,Low
ASM2025REA000026,STU000026,SCH036,2025,Reading,522,Medium
ASM2025NUM000026,STU000026,SCH036,2025,Numeracy,444,Medium
ASM2025WRI000026,STU000026,SCH036,2025,Writing,463,Medium
ASM2025REA000027,STU000027,SCH023,2025,Reading,534,Medium
ASM2025NUM000027,STU000027,SCH023,2025,Numeracy,407,Medium
ASM2025WRI000027,STU000027,SCH023,2025,Writing,526,Medium
ASM2025REA000028,STU000028,SCH005,2025,Reading,428,Medium
ASM2025NUM000028,STU000028,SCH005,2025,Numeracy,388,Low
ASM2025WRI000028,STU000028,SCH005,2025,Writing,378,Low
ASM2025REA000030,STU000030,SCH028,2025,Reading,398,Low
ASM2025NUM000030,STU000030,SCH028,2025,Numeracy,374,Low
ASM2025WRI000030,STU000030,SCH028,2025,Writing,434,Medium
ASM2025REA000031,STU000031,SCH021,2025,Reading,376,Low
ASM2025NUM000031,STU000031,SCH021,2025,Numeracy,356,Low
ASM2025WRI000031,STU000031,SCH021,2025,Writing,335,Low
ASM2025REA000032,STU000032,SCH014,2025,Reading,407,Medium
ASM2025NUM000032,STU000032,SCH014,2025,Numeracy,435,Medium
ASM2025WRI000032,STU000032,SCH014,2025,Writing,402,Medium
ASM2025REA000033,STU000033,SCH040,2025,Reading,531,Medium
ASM2025NUM000033,STU000033,SCH040,2025,Numeracy,456,Medium
ASM2025WRI000033,STU000033,SCH040,2025,Writing,486,Medium
ASM2025REA000034,STU000034,SCH009,2025,Reading,344,Low
ASM2025NUM000034,STU000034,SCH009,2025,Numeracy,385,Low
ASM2025WRI000034,STU000034,SCH009,2025,Writing,435,Medium
ASM2025REA000035,STU000035,SCH014,2025,Reading,435,Medium
ASM2025NUM000035,STU000035,SCH014,2025,Numeracy,407,Medium
ASM2025WRI000035,STU000035,SCH014,2025,Writing,417,Medium
ASM2025REA000036,STU000036,SCH029,2025,Reading,370,Low
ASM2025NUM000036,STU000036,SCH029,2025,Numeracy,441,Medium
ASM2025WRI000036,STU000036,SCH029,2025,Writing,407,Medium
ASM2025REA000037,STU000037,SCH036,2025,Reading,346,Low
ASM2025NUM000037,STU000037,SCH036,2025,Numeracy,357,Low
ASM2025WRI000037,STU000037,SCH036,2025,Writing,339,Low
ASM2025REA000038,STU000038,SCH008,2025,Reading,411,Medium
ASM2025NUM000038,STU000038,SCH008,2025,Numeracy,400,Medium
ASM2025WRI000038,STU000038,SCH008,2025,Writing,468,Medium
ASM2025REA000039,STU000039,SCH014,2025,Reading,326,Low
ASM2025NUM000039,STU000039,SCH014,2025,Numeracy,361,Low
ASM2025WRI000039,STU000039,SCH014,2025,Writing,357,Low
ASM2025REA000040,STU000040,SCH008,2025,Reading,320,Low
ASM2025NUM000040,STU000040,SCH008,2025,Numeracy,354,Low
ASM2025WRI000040,STU000040,SCH008,2025,Writing,351,Low
ASM2025REA000041,STU000041,SCH013,2025,Reading,425,Medium
ASM2025NUM000041,STU000041,SCH013,2025,Numeracy,469,Medium
ASM2025WRI000041,STU000041,SCH013,2025,Writing,488,Medium
ASM2025REA000043,STU000043,SCH038,2025,Reading,556,High
ASM2025NUM000043,STU000043,SCH038,2025,Numeracy,475,Medium
ASM2025WRI000043,STU000043,SCH038,2025,Writing,510,Medium
ASM2025REA000045,STU000045,SCH009,2025,Reading,385,Low
ASM2025NUM000045,STU000045,SCH009,2025,Numeracy,355,Low
ASM2025WRI000045,STU000045,SCH009,2025,Writing,365,Low
ASM2025REA000046,STU000046,SCH045,2025,Reading,464,Medium
ASM2025NUM000046,STU000046,SCH045,2025,Numeracy,427,Medium
ASM2025WRI000046,STU000046,SCH045,2025,Writing,389,Low
ASM2025REA000047,STU000047,SCH029,2025,Reading,441,Medium
ASM2025NUM000047,STU000047,SCH029,2025,Numeracy,439,Medium
ASM2025WRI000047,STU000047,SCH029,2025,Writing,413,Medium
ASM2025REA000049,STU000049,SCH037,2025,Reading,509,Medium
ASM2025NUM000049,STU000049,SCH037,2025,Numeracy,477,Medium
ASM2025WRI000049,STU000049,SCH037,2025,Writing,461,Medium
ASM2025REA000050,STU000050,SCH027,2025,Reading,465,Medium
ASM2025NUM000050,STU000050,SCH027,2025,Numeracy,500,Medium
ASM2025WRI000050,STU000050,SCH027,2025,Writing,475,Medium
ASM2025REA000051,STU000051,SCH017,2025,Reading,399,Low
ASM2025NUM000051,STU000051,SCH017,2025,Numeracy,400,Medium
ASM2025WRI000051,STU000051,SCH017,2025,Writing,342,Low
ASM2025REA000052,STU000052,SCH005,2025,Reading,475,Medium
ASM2025NUM000052,STU000052,SCH005,2025,Numeracy,434,Medium
ASM2025WRI000052,STU000052,SCH005,2025,Writing,383,Low
ASM2025REA000053,STU000053,SCH043,2025,Reading,443,Medium
ASM2025NUM000053,STU000053,SCH043,2025,Numeracy,469,Medium
ASM2025WRI000053,STU000053,SCH043,2025,Writing,403,Medium
ASM2025REA000054,STU000054,SCH045,2025,Reading,416,Medium
ASM2025NUM000054,STU000054,SCH045,2025,Numeracy,458,Medium
ASM2025WRI000054,STU000054,SCH045,2025,Writing,386,Low
ASM2025REA000055,STU000055,SCH030,2025,Reading,460,Medium
ASM2025NUM000055,STU000055,SCH030,2025,Numeracy,470,Medium
ASM2025WRI000055,STU000055,SCH030,2025,Writing,409,Medium
ASM2025REA000056,STU000056,SCH048,2025,Reading,411,Medium
ASM2025NUM000056,STU000056,SCH048,2025,Numeracy,434,Medium
ASM2025WRI000056,STU000056,SCH048,2025,Writing,334,Low
ASM2025REA000057,STU000057,SCH021,2025,Reading,392,Low
ASM2025NUM000057,STU000057,SCH021,2025,Numeracy,407,Medium
ASM2025WRI000057,STU000057,SCH021,2025,Writing,395,Low
ASM2025REA000058,STU000058,SCH002,2025,Reading,283,Low
ASM2025NUM000058,STU000058,SCH002,2025,Numeracy,331,Low
ASM2025WRI000058,STU000058,SCH002,2025,Writing,327,Low
ASM2025REA000059,STU000059,SCH034,2025,Reading,410,Medium
ASM2025NUM000059,STU000059,SCH034,2025,Numeracy,364,Low
ASM2025WRI000059,STU000059,SCH034,2025,Writing,439,Medium
ASM2025REA000060,STU000060,SCH012,2025,Reading,537,Medium
ASM2025NUM000060,STU000060,SCH012,2025,Numeracy,446,Medium
ASM2025WRI000060,STU000060,SCH012,2025,Writing,431,Medium
ASM2025REA000061,STU000061,SCH009,2025,Reading,333,Low
ASM2025NUM000061,STU000061,SCH009,2025,Numeracy,397,Low
ASM2025WRI000061,STU000061,SCH009,2025,Writing,403,Medium
ASM2025REA000062,STU000062,SCH018,2025,Reading,517,Medium
ASM2025NUM000062,STU000062,SCH018,2025,Numeracy,430,Medium
ASM2025WRI000062,STU000062,SCH018,2025,Writing,470,Medium
ASM2025REA000064,STU000064,SCH029,2025,Reading,485,Medium
ASM2025NUM000064,STU000064,SCH029,2025,Numeracy,533,Medium
ASM2025WRI000064,STU000064,SCH029,2025,Writing,427,Medium
ASM2025REA000065,STU000065,SCH027,2025,Reading,480,Medium
ASM2025NUM000065,STU000065,SCH027,2025,Numeracy,486,Medium
ASM2025WRI000065,STU000065,SCH027,2025,Writing,456,Medium
ASM2025REA000066,STU000066,SCH010,2025,Reading,454,Medium
ASM2025NUM000066,STU000066,SCH010,2025,Numeracy,465,Medium
ASM2025WRI000066,STU000066,SCH010,2025,Writing,474,Medium
ASM2025REA000068,STU000068,SCH010,2025,Reading,409,Medium
ASM2025NUM000068,STU000068,SCH010,2025,Numeracy,377,Low
ASM2025WRI000068,STU000068,SCH010,2025,Writing,406,Medium
ASM2025REA000070,STU000070,SCH047,2025,Reading,415,Medium
ASM2025NUM000070,STU000070,SCH047,2025,Numeracy,440,Medium
ASM2025WRI000070,STU000070,SCH047,2025,Writing,421,Medium
ASM2025REA000071,STU000071,SCH005,2025,Reading,471,Medium
ASM2025NUM000071,STU000071,SCH005,2025,Numeracy,447,Medium
ASM2025WRI000071,STU000071,SCH005,2025,Writing,458,Medium
ASM2025REA000072,STU000072,SCH001,2025,Reading,437,Medium
ASM2025NUM000072,STU000072,SCH001,2025,Numeracy,420,Medium
ASM2025WRI000072,STU000072,SCH001,2025,Writing,442,Medium
ASM2025REA000074,STU000074,SCH004,2025,Reading,479,Medium
ASM2025NUM000074,STU000074,SCH004,2025,Numeracy,405,Medium
ASM2025WRI000074,STU000074,SCH004,2025,Writing,477,Medium
ASM2025REA000075,STU000075,SCH025,2025,Reading,321,Low
ASM2025NUM000075,STU000075,SCH025,2025,Numeracy,364,Low
ASM2025WRI000075,STU000075,SCH025,2025,Writing,288,Low
ASM2025REA000076,STU000076,SCH045,2025,Reading,401,Medium
ASM2025NUM000076,STU000076,SCH045,2025,Numeracy,434,Medium
ASM2025WRI000076,STU000076,SCH045,2025,Writing,382,Low
ASM2025REA000077,STU000077,SCH045,2025,Reading,448,Medium
ASM2025NUM000077,STU000077,SCH045,2025,Numeracy,398,Low
ASM2025WRI000077,STU000077,SCH045,2025,Writing,353,Low
ASM2025REA000079,STU000079,SCH004,2025,Reading,438,Medium
ASM2025NUM000079,STU000079,SCH004,2025,Numeracy,455,Medium
ASM2025WRI000079,STU000079,SCH004,2025,Writing,422,Medium
ASM2025REA000080,STU000080,SCH019,2025,Reading,468,Medium
ASM2025NUM000080,STU000080,SCH019,2025,Numeracy,439,Medium
ASM2025WRI000080,STU000080,SCH019,2025,Writing,381,Low
ASM2025REA000081,STU000081,SCH021,2025,Reading,364,Low
ASM2025NUM000081,STU000081,SCH021,2025,Numeracy,406,Medium
ASM2025WRI000081,STU000081,SCH021,2025,Writing,374,Low
ASM2025REA000082,STU000082,SCH016,2025,Reading,464,Medium
ASM2025NUM000082,STU000082,SCH016,2025,Numeracy,440,Medium
ASM2025WRI000082,STU000082,SCH016,2025,Writing,410,Medium
ASM2025REA000083,STU000083,SCH038,2025,Reading,465,Medium
ASM2025NUM000083,STU000083,SCH038,2025,Numeracy,362,Low
ASM2025WRI000083,STU000083,SCH038,2025,Writing,480,Medium
ASM2025REA000084,STU000084,SCH003,2025,Reading,437,Medium
ASM2025NUM000084,STU000084,SCH003,2025,Numeracy,422,Medium
ASM2025WRI000084,STU000084,SCH003,2025,Writing,362,Low
ASM2025REA000085,STU000085,SCH013,2025,Reading,442,Medium
ASM2025NUM000085,STU000085,SCH013,2025,Numeracy,456,Medium
ASM2025WRI000085,STU000085,SCH013,2025,Writing,457,Medium
ASM2025REA000086,STU000086,SCH035,2025,Reading,415,Medium
ASM2025NUM000086,STU000086,SCH035,2025,Numeracy,309,Low
ASM2025WRI000086,STU000086,SCH035,2025,Writing,325,Low
ASM2025REA000087,STU000087,SCH041,2025,Reading,425,Medium
ASM2025NUM000087,STU000087,SCH041,2025,Numeracy,429,Medium
ASM2025WRI000087,STU000087,SCH041,2025,Writing,354,Low
ASM2025REA000088,STU000088,SCH049,2025,Reading,435,Medium
ASM2025NUM000088,STU000088,SCH049,2025,Numeracy,433,Medium
ASM2025WRI000088,STU000088,SCH049,2025,Writing,361,Low
ASM2025REA000089,STU000089,SCH043,2025,Reading,391,Low
ASM2025NUM000089,STU000089,SCH043,2025,Numeracy,415,Medium
ASM2025WRI000089,STU000089,SCH043,2025,Writing,349,Low
ASM2025REA000090,STU000090,SCH008,2025,Reading,548,Medium
ASM2025NUM000090,STU000090,SCH008,2025,Numeracy,463,Medium
ASM2025WRI000090,STU000090,SCH008,2025,Writing,477,Medium
ASM2025REA000091,STU000091,SCH042,2025,Reading,421,Medium
ASM2025NUM000091,STU000091,SCH042,2025,Numeracy,401,Medium
ASM2025WRI000091,STU000091,SCH042,2025,Writing,383,Low
ASM2025REA000092,STU000092,SCH008,2025,Reading,492,Medium
ASM2025NUM000092,STU000092,SCH008,2025,Numeracy,427,Medium
ASM2025WRI000092,STU000092,SCH008,2025,Writing,454,Medium
ASM2025REA000093,STU000093,SCH048,2025,Reading,357,Low
ASM2025NUM000093,STU000093,SCH048,2025,Numeracy,345,Low
ASM2025WRI000093,STU000093,SCH048,2025,Writing,403,Medium
ASM2025REA000094,STU000094,SCH006,2025,Reading,442,Medium
ASM2025NUM000094,STU000094,SCH006,2025,Numeracy,418,Medium
ASM2025WRI000094,STU000094,SCH006,2025,Writing,442,Medium
ASM2025REA000095,STU000095,SCH012,2025,Reading,506,Medium
ASM2025NUM000095,STU000095,SCH012,2025,Numeracy,425,Medium
ASM2025WRI000095,STU000095,SCH012,2025,Writing,399,Low
ASM2025REA000096,STU000096,SCH017,2025,Reading,384,Low
ASM2025NUM000096,STU000096,SCH017,2025,Numeracy,398,Low
ASM2025WRI000096,STU000096,SCH017,2025,Writing,353,Low
ASM2025REA000097,STU000097,SCH022,2025,Reading,382,Low
ASM2025NUM000097,STU000097,SCH022,2025,Numeracy,304,Low
ASM2025WRI000097,STU000097,SCH022,2025,Writing,285,Low
ASM2025REA000098,STU000098,SCH046,2025,Reading,504,Medium
ASM2025NUM000098,STU000098,SCH046,2025,Numeracy,465,Medium
ASM2025WRI000098,STU000098,SCH046,2025,Writing,419,Medium
ASM2025REA000102,STU000102,SCH037,2025,Reading,500,Medium
ASM2025NUM000102,STU000102,SCH037,2025,Numeracy,506,Medium
ASM2025WRI000102,STU000102,SCH037,2025,Writing,418,Medium
ASM2025REA000103,STU000103,SCH006,2025,Reading,354,Low
ASM2025NUM000103,STU000103,SCH006,2025,Numeracy,388,Low
ASM2025WRI000103,STU000103,SCH006,2025,Writing,322,Low
ASM2025REA000104,STU000104,SCH019,2025,Reading,367,Low
ASM2025NUM000104,STU000104,SCH019,2025,Numeracy,395,Low
ASM2025WRI000104,STU000104,SCH019,2025,Writing,367,Low
ASM2025REA000106,STU000106,SCH046,2025,Reading,444,Medium
ASM2025NUM000106,STU000106,SCH046,2025,Numeracy,476,Medium
ASM2025WRI000106,STU000106,SCH046,2025,Writing,431,Medium
ASM2025REA000107,STU000107,SCH016,2025,Reading,444,Medium
ASM2025NUM000107,STU000107,SCH016,2025,Numeracy,476,Medium
ASM2025WRI000107,STU000107,SCH016,2025,Writing,476,Medium
ASM2025REA000108,STU000108,SCH045,2025,Reading,411,Medium
ASM2025NUM000108,STU000108,SCH045,2025,Numeracy,450,Medium
ASM2025WRI000108,STU000108,SCH045,2025,Writing,395,Low
ASM2025REA000109,STU000109,SCH008,2025,Reading,404,Medium
ASM2025NUM000109,STU000109,SCH008,2025,Numeracy,438,Medium
ASM2025WRI000109,STU000109,SCH008,2025,Writing,455,Medium
ASM2025REA000110,STU000110,SCH019,2025,Reading,377,Low
ASM2025NUM000110,STU000110,SCH019,2025,Numeracy,373,Low
ASM2025WRI000110,STU000110,SCH019,2025,Writing,381,Low
ASM2025REA000112,STU000112,SCH036,2025,Reading,422,Medium
ASM2025NUM000112,STU000112,SCH036,2025,Numeracy,340,Low
ASM2025WRI000112,STU000112,SCH036,2025,Writing,422,Medium
ASM2025REA000114,STU000114,SCH046,2025,Reading,354,Low
ASM2025NUM000114,STU000114,SCH046,2025,Numeracy,392,Low
ASM2025WRI000114,STU000114,SCH046,2025,Writing,388,Low
ASM2025REA000115,STU000115,SCH029,2025,Reading,503,Medium
ASM2025NUM000115,STU000115,SCH029,2025,Numeracy,450,Medium
ASM2025WRI000115,STU000115,SCH029,2025,Writing,429,Medium
ASM2025REA000116,STU000116,SCH027,2025,Reading,453,Medium
ASM2025NUM000116,STU000116,SCH027,2025,Numeracy,463,Medium
ASM2025WRI000116,STU000116,SCH027,2025,Writing,405,Medium
ASM2025REA000117,STU000117,SCH047,2025,Reading,427,Medium
ASM2025NUM000117,STU000117,SCH047,2025,Numeracy,420,Medium
ASM2025WRI000117,STU000117,SCH047,2025,Writing,475,Medium
ASM2025REA000118,STU000118,SCH012,2025,Reading,488,Medium
ASM2025NUM000118,STU000118,SCH012,2025,Numeracy,530,Medium
ASM2025WRI000118,STU000118,SCH012,2025,Writing,472,Medium
ASM2025REA000119,STU000119,SCH040,2025,Reading,439,Medium
ASM2025NUM000119,STU000119,SCH040,2025,Numeracy,448,Medium
ASM2025WRI000119,STU000119,SCH040,2025,Writing,437,Medium
ASM2025REA000121,STU000121,SCH002,2025,Reading,452,Medium
ASM2025NUM000121,STU000121,SCH002,2025,Numeracy,364,Low
ASM2025WRI000121,STU000121,SCH002,2025,Writing,412,Medium
ASM2025REA000122,STU000122,SCH039,2025,Reading,403,Medium
ASM2025NUM000122,STU000122,SCH039,2025,Numeracy,378,Low
ASM2025WRI000122,STU000122,SCH039,2025,Writing,340,Low
ASM2025REA000123,STU000123,SCH021,2025,Reading,415,Medium
ASM2025NUM000123,STU000123,SCH021,2025,Numeracy,428,Medium
ASM2025WRI000123,STU000123,SCH021,2025,Writing,406,Medium
ASM2025REA000124,STU000124,SCH010,2025,Reading,451,Medium
ASM2025NUM000124,STU000124,SCH010,2025,Numeracy,436,Medium
ASM2025WRI000124,STU000124,SCH010,2025,Writing,475,Medium
ASM2025REA000125,STU000125,SCH033,2025,Reading,397,Low
ASM2025NUM000125,STU000125,SCH033,2025,Numeracy,477,Medium
ASM2025WRI000125,STU000125,SCH033,2025,Writing,417,Medium
ASM2025REA000126,STU000126,SCH026,2025,Reading,480,Medium
ASM2025NUM000126,STU000126,SCH026,2025,Numeracy,409,Medium
ASM2025WRI000126,STU000126,SCH026,2025,Writing,405,Medium
ASM2025REA000127,STU000127,SCH012,2025,Reading,448,Medium
ASM2025NUM000127,STU000127,SCH012,2025,Numeracy,409,Medium
ASM2025WRI000127,STU000127,SCH012,2025,Writing,454,Medium
ASM2025REA000128,STU000128,SCH018,2025,Reading,302,Low
ASM2025NUM000128,STU000128,SCH018,2025,Numeracy,351,Low
ASM2025WRI000128,STU000128,SCH018,2025,Writing,369,Low
ASM2025REA000129,STU000129,SCH012,2025,Reading,435,Medium
ASM2025NUM000129,STU000129,SCH012,2025,Numeracy,398,Low
ASM2025WRI000129,STU000129,SCH012,2025,Writing,424,Medium
ASM2025REA000130,STU000130,SCH032,2025,Reading,397,Low
ASM2025NUM000130,STU000130,SCH032,2025,Numeracy,452,Medium
ASM2025WRI000130,STU000130,SCH032,2025,Writing,404,Medium
ASM2025REA000131,STU000131,SCH030,2025,Reading,494,Medium
ASM2025NUM000131,STU000131,SCH030,2025,Numeracy,439,Medium
ASM2025WRI000131,STU000131,SCH030,2025,Writing,497,Medium
ASM2025REA000132,STU000132,SCH013,2025,Reading,527,Medium
ASM2025NUM000132,STU000132,SCH013,2025,Numeracy,500,Medium
ASM2025WRI000132,STU000132,SCH013,2025,Writing,410,Medium
ASM2025REA000134,STU000134,SCH010,2025,Reading,421,Medium
ASM2025NUM000134,STU000134,SCH010,2025,Numeracy,354,Low
ASM2025WRI000134,STU000134,SCH010,2025,Writing,444,Medium
ASM2025REA000135,STU000135,SCH027,2025,Reading,450,Medium
ASM2025NUM000135,STU000135,SCH027,2025,Numeracy,379,Low
ASM2025WRI000135,STU000135,SCH027,2025,Writing,381,Low
ASM2025REA000136,STU000136,SCH020,2025,Reading,487,Medium
ASM2025NUM000136,STU000136,SCH020,2025,Numeracy,504,Medium
ASM2025WRI000136,STU000136,SCH020,2025,Writing,485,Medium
ASM2025REA000137,STU000137,SCH028,2025,Reading,395,Low
ASM2025NUM000137,STU000137,SCH028,2025,Numeracy,355,Low
ASM2025WRI000137,STU000137,SCH028,2025,Writing,392,Low
ASM2025REA000138,STU000138,SCH025,2025,Reading,412,Medium
ASM2025NUM000138,STU000138,SCH025,2025,Numeracy,408,Medium
ASM2025WRI000138,STU000138,SCH025,2025,Writing,331,Low
ASM2025REA000139,STU000139,SCH029,2025,Reading,475,Medium
ASM2025NUM000139,STU000139,SCH029,2025,Numeracy,501,Medium
ASM2025WRI000139,STU000139,SCH029,2025,Writing,501,Medium
ASM2025REA000141,STU000141,SCH010,2025,Reading,315,Low
ASM2025NUM000141,STU000141,SCH010,2025,Numeracy,342,Low
ASM2025WRI000141,STU000141,SCH010,2025,Writing,407,Medium
ASM2025REA000142,STU000142,SCH009,2025,Reading,499,Medium
ASM2025NUM000142,STU000142,SCH009,2025,Numeracy,488,Medium
ASM2025WRI000142,STU000142,SCH009,2025,Writing,472,Medium
ASM2025REA000143,STU000143,SCH023,2025,Reading,547,Medium
ASM2025NUM000143,STU000143,SCH023,2025,Numeracy,412,Medium
ASM2025WRI000143,STU000143,SCH023,2025,Writing,470,Medium
ASM2025REA000144,STU000144,SCH019,2025,Reading,468,Medium
ASM2025NUM000144,STU000144,SCH019,2025,Numeracy,448,Medium
ASM2025WRI000144,STU000144,SCH019,2025,Writing,422,Medium
ASM2025REA000145,STU000145,SCH035,2025,Reading,455,Medium
ASM2025NUM000145,STU000145,SCH035,2025,Numeracy,392,Low
ASM2025WRI000145,STU000145,SCH035,2025,Writing,419,Medium
ASM2025REA000148,STU000148,SCH021,2025,Reading,415,Medium
ASM2025NUM000148,STU000148,SCH021,2025,Numeracy,430,Medium
ASM2025WRI000148,STU000148,SCH021,2025,Writing,444,Medium
ASM2025REA000149,STU000149,SCH015,2025,Reading,494,Medium
ASM2025NUM000149,STU000149,SCH015,2025,Numeracy,480,Medium
ASM2025WRI000149,STU000149,SCH015,2025,Writing,441,Medium
ASM2025REA000150,STU000150,SCH022,2025,Reading,337,Low
ASM2025NUM000150,STU000150,SCH022,2025,Numeracy,364,Low
ASM2025WRI000150,STU000150,SCH022,2025,Writing,334,Low
ASM2025REA000151,STU000151,SCH043,2025,Reading,429,Medium
ASM2025NUM000151,STU000151,SCH043,2025,Numeracy,448,Medium
ASM2025WRI000151,STU000151,SCH043,2025,Writing,425,Medium
ASM2025REA000152,STU000152,SCH011,2025,Reading,321,Low
ASM2025NUM000152,STU000152,SCH011,2025,Numeracy,371,Low
ASM2025WRI000152,STU000152,SCH011,2025,Writing,371,Low
ASM2025REA000153,STU000153,SCH045,2025,Reading,444,Medium
ASM2025NUM000153,STU000153,SCH045,2025,Numeracy,400,Medium
ASM2025WRI000153,STU000153,SCH045,2025,Writing,402,Medium
ASM2025REA000154,STU000154,SCH006,2025,Reading,522,Medium
ASM2025NUM000154,STU000154,SCH006,2025,Numeracy,404,Medium
ASM2025WRI000154,STU000154,SCH006,2025,Writing,364,Low
ASM2025REA000155,STU000155,SCH044,2025,Reading,480,Medium
ASM2025NUM000155,STU000155,SCH044,2025,Numeracy,361,Low
ASM2025WRI000155,STU000155,SCH044,2025,Writing,412,Medium
ASM2025REA000156,STU000156,SCH018,2025,Reading,420,Medium
ASM2025NUM000156,STU000156,SCH018,2025,Numeracy,354,Low
ASM2025WRI000156,STU000156,SCH018,2025,Writing,413,Medium
ASM2025REA000157,STU000157,SCH013,2025,Reading,443,Medium
ASM2025NUM000157,STU000157,SCH013,2025,Numeracy,502,Medium
ASM2025WRI000157,STU000157,SCH013,2025,Writing,419,Medium
ASM2025REA000158,STU000158,SCH033,2025,Reading,407,Medium
ASM2025NUM000158,STU000158,SCH033,2025,Numeracy,413,Medium
ASM2025WRI000158,STU000158,SCH033,2025,Writing,421,Medium
ASM2025REA000160,STU000160,SCH009,2025,Reading,510,Medium
