attendance_id,student_id,school_id,attendance_month,possible_days,attended_days,absence_reason
ATT00000115,STU000010,SCH031,2024-07-01,20,14,Unauthorised
ATT00000116,STU000010,SCH031,2024-08-01,21,16,Unauthorised
ATT00000117,STU000010,SCH031,2024-09-01,18,17,Illness
ATT00000118,STU000010,SCH031,2024-10-01,21,17,Illness
ATT00000119,STU000010,SCH031,2024-11-01,21,21,
ATT00000120,STU000010,SCH031,2024-12-01,10,6,Unauthorised
ATT00000121,STU000011,SCH001,2024-01-01,0,0,
ATT00000122,STU000011,SCH001,2024-02-01,22,19,Family
ATT00000123,STU000011,SCH001,2024-03-01,21,20,Unauthorised
ATT00000124,STU000011,SCH001,2024-04-01,19,13,Illness
ATT00000125,STU000011,SCH001,2024-05-01,19,19,
ATT00000126,STU000011,SCH001,2024-06-01,20,16,Unauthorised
ATT00000127,STU000011,SCH001,2024-07-01,21,19,Family
ATT00000128,STU000011,SCH001,2024-08-01,22,16,Unauthorised
ATT00000129,STU000011,SCH001,2024-09-01,20,14,Family
ATT00000130,STU000011,SCH001,2024-10-01,22,22,
ATT00000131,STU000011,SCH001,2024-11-01,20,18,Illness
ATT00000132,STU000011,SCH001,2024-12-01,10,6,Family
ATT00000133,STU000012,SCH045,2024-01-01,0,0,
ATT00000134,STU000012,SCH045,2024-02-01,19,19,
ATT00000135,STU000012,SCH045,2024-03-01,22,20,Illness
ATT00000136,STU000012,SCH045,2024-04-01,21,17,Medical
ATT00000137,STU000012,SCH045,2024-05-01,19,19,
ATT00000138,STU000012,SCH045,2024-06-01,20,15,Family
ATT00000139,STU000012,SCH045,2024-07-01,22,22,
ATT00000140,STU000012,SCH045,2024-08-01,18,17,Unauthorised
ATT00000141,STU000012,SCH045,2024-09-01,19,18,Other
ATT00000142,STU000012,SCH045,2024-10-01,19,16,Family
ATT00000143,STU000012,SCH045,2024-11-01,18,16,Unauthorised
ATT00000144,STU000012,SCH045,2024-12-01,15,13,Unauthorised
ATT00000145,STU000013,SCH032,2024-01-01,0,0,
ATT00000146,STU000013,SCH032,2024-02-01,21,15,Family
ATT00000147,STU000013,SCH032,2024-03-01,22,20,Other
ATT00000148,STU000013,SCH032,2024-04-01,21,19,Medical
ATT00000149,STU000013,SCH032,2024-05-01,20,15,Medical
ATT00000150,STU000013,SCH032,2024-06-01,22,17,Family
ATT00000151,STU000013,SCH032,2024-07-01,19,15,Family
ATT00000152,STU000013,SCH032,2024-08-01,22,18,Unauthorised
ATT00000153,STU000013,SCH032,2024-09-01,19,19,
ATT00000154,STU000013,SCH032,2024-10-01,18,14,Unauthorised
ATT00000155,STU000013,SCH032,2024-11-01,18,14,Other
ATT00000156,STU000013,SCH032,2024-12-01,14,12,Medical
ATT00000157,STU000014,SCH038,2024-01-01,0,0,
ATT00000158,STU000014,SCH038,2024-02-01,22,19,Other
ATT00000159,STU000014,SCH038,2024-03-01,19,13,Other
ATT00000160,STU000014,SCH038,2024-04-01,18,13,Other
ATT00000161,STU000014,SCH038,2024-05-01,20,17,Family
ATT00000162,STU000014,SCH038,2024-06-01,22,21,Other
ATT00000163,STU000014,SCH038,2024-07-01,21,17,Family
ATT00000164,STU000014,SCH038,2024-08-01,18,13,Illness
ATT00000165,STU000014,SCH038,2024-09-01,22,18,Other
ATT00000166,STU000014,SCH038,2024-10-01,21,15,Unauthorised
ATT00000167,STU000014,SCH038,2024-11-01,22,16,Other
ATT00000168,STU000014,SCH038,2024-12-01,12,9,Illness
ATT00000169,STU000015,SCH038,2024-01-01,0,0,
ATT00000170,STU000015,SCH038,2024-02-01,21,15,Unauthorised
ATT00000171,STU000015,SCH038,2024-03-01,20,14,Medical
ATT00000172,STU000015,SCH038,2024-04-01,19,14,Unauthorised
ATT00000173,STU000015,SCH038,2024-05-01,21,16,Medical
ATT00000174,STU000015,SCH038,2024-06-01,18,17,Family
ATT00000175,STU000015,SCH038,2024-07-01,21,21,
ATT00000176,STU000015,SCH038,2024-08-01,22,16,Other
ATT00000177,STU000015,SCH038,2024-09-01,21,19,Other
ATT00000178,STU000015,SCH038,2024-10-01,21,15,Unauthorised
ATT00000179,STU000015,SCH038,2024-11-01,18,12,Other
ATT00000180,STU000015,SCH038,2024-12-01,14,8,Illness
ATT00000181,STU000016,SCH033,2024-01-01,0,0,
ATT00000182,STU000016,SCH033,2024-02-01,19,19,
ATT00000183,STU000016,SCH033,2024-03-01,21,19,Family
ATT00000184,STU000016,SCH033,2024-04-01,18,16,Medical
ATT00000185,STU000016,SCH033,2024-05-01,22,22,
ATT00000186,STU000016,SCH033,2024-06-01,21,19,Family
ATT00000187,STU000016,SCH033,2024-07-01,22,22,
ATT00000188,STU000016,SCH033,2024-08-01,21,15,Unauthorised
ATT00000189,STU000016,SCH033,2024-09-01,22,20,Medical
ATT00000190,STU000016,SCH033,2024-10-01,21,20,Other
ATT00000191,STU000016,SCH033,2024-11-01,19,19,
ATT00000192,STU000016,SCH033,2024-12-01,11,9,Unauthorised
ATT00000193,STU000017,SCH044,2024-01-01,0,0,
ATT00000194,STU000017,SCH044,2024-02-01,20,20,
ATT00000195,STU000017,SCH044,2024-03-01,21,20,Illness
ATT00000196,STU000017,SCH044,2024-04-01,22,19,Illness
ATT00000197,STU000017,SCH044,2024-05-01,22,17,Other
ATT00000198,STU000017,SCH044,2024-06-01,18,18,
ATT00000199,STU000017,SCH044,2024-07-01,18,17,Illness
ATT00000200,STU000017,SCH044,2024-08-01,19,13,Medical
ATT00000201,STU000017,SCH044,2024-09-01,21,20,Other
ATT00000202,STU000017,SCH044,2024-10-01,18,13,Medical
ATT00000203,STU000017,SCH044,2024-11-01,22,16,Unauthorised
ATT00000204,STU000017,SCH044,2024-12-01,11,8,Illness
ATT00000205,STU000018,SCH039,2024-01-01,0,0,
ATT00000206,STU000018,SCH039,2024-02-01,21,18,Medical
ATT00000207,STU000018,SCH039,2024-03-01,20,17,Illness
ATT00000208,STU000018,SCH039,2024-04-01,18,15,Other
ATT00000209,STU000018,SCH039,2024-05-01,19,17,Family
ATT00000210,STU000018,SCH039,2024-06-01,21,19,Medical
ATT00000211,STU000018,SCH039,2024-07-01,20,19,Illness
ATT00000212,STU000018,SCH039,2024-08-01,22,21,Illness
ATT00000213,STU000018,SCH039,2024-09-01,19,19,
ATT00000214,STU000018,SCH039,2024-10-01,18,18,
ATT00000215,STU000018,SCH039,2024-11-01,21,21,
ATT00000216,STU000018,SCH039,2024-12-01,15,9,Other
ATT00000217,STU000019,SCH037,2024-01-01,0,0,
ATT00000218,STU000019,SCH037,2024-02-01,19,18,Illness
ATT00000219,STU000019,SCH037,2024-03-01,20,19,Other
ATT00000220,STU000019,SCH037,2024-04-01,18,18,
ATT00000221,STU000019,SCH037,2024-05-01,21,19,Illness
ATT00000222,STU000019,SCH037,2024-06-01,21,18,Unauthorised
ATT00000223,STU000019,SCH037,2024-07-01,19,19,
ATT00000224,STU000019,SCH037,2024-08-01,22,19,Illness
ATT00000225,STU000019,SCH037,2024-09-01,20,19,Other
ATT00000226,STU000019,SCH037,2024-10-01,19,19,
ATT00000227,STU000019,SCH037,2024-11-01,21,18,Family
ATT00000228,STU000019,SCH037,2024-12-01,11,10,Unauthorised
ATT00000229,STU000020,SCH021,2024-01-01,0,0,
ATT00000230,STU000020,SCH021,2024-02-01,21,15,Unauthorised
ATT00000231,STU000020,SCH021,2024-03-01,20,17,Illness
ATT00000232,STU000020,SCH021,2024-04-01,18,15,Illness
ATT00000233,STU000020,SCH021,2024-05-01,21,21,
ATT00000234,STU000020,SCH021,2024-06-01,21,18,Family
ATT00000235,STU000020,SCH021,2024-07-01,21,18,Other
ATT00000236,STU000020,SCH021,2024-08-01,22,18,Family
ATT00000237,STU000020,SCH021,2024-09-01,18,16,Illness
ATT00000238,STU000020,SCH021,2024-10-01,22,22,
ATT00000239,STU000020,SCH021,2024-11-01,18,18,
ATT00000240,STU000020,SCH021,2024-12-01,13,12,Other
ATT00000241,STU000021,SCH020,2024-01-01,0,0,
ATT00000242,STU000021,SCH020,2024-02-01,18,14,Unauthorised
ATT00000243,STU000021,SCH020,2024-03-01,21,17,Other
ATT00000244,STU000021,SCH020,2024-04-01,18,13,Illness
ATT00000245,STU000021,SCH020,2024-05-01,18,15,Illness
ATT00000246,STU000021,SCH020,2024-06-01,20,14,Medical
ATT00000247,STU000021,SCH020,2024-07-01,20,17,Medical
ATT00000248,STU000021,SCH020,2024-08-01,20,16,Unauthorised
ATT00000249,STU000021,SCH020,2024-09-01,21,15,Unauthorised
ATT00000250,STU000021,SCH020,2024-10-01,21,17,Illness
ATT00000251,STU000021,SCH020,2024-11-01,19,13,Family
ATT00000252,STU000021,SCH020,2024-12-01,13,8,Medical
ATT00000253,STU000022,SCH040,2024-01-01,0,0,
ATT00000254,STU000022,SCH040,2024-02-01,20,15,Other
ATT00000255,STU000022,SCH040,2024-03-01,20,14,Medical
ATT00000256,STU000022,SCH040,2024-04-01,22,22,
ATT00000257,STU000022,SCH040,2024-05-01,18,12,Other
ATT00000258,STU000022,SCH040,2024-06-01,22,17,Other
ATT00000259,STU000022,SCH040,2024-07-01,22,16,Family
ATT00000260,STU000022,SCH040,2024-08-01,21,17,Unauthorised
ATT00000261,STU000022,SCH040,2024-09-01,22,17,Medical
ATT00000262,STU000022,SCH040,2024-10-01,20,19,Family
ATT00000263,STU000022,SCH040,2024-11-01,18,14,Illness
ATT00000264,STU000022,SCH040,2024-12-01,12,10,Family
ATT00000265,STU000023,SCH009,2024-01-01,0,0,
ATT00000266,STU000023,SCH009,2024-02-01,19,17,Family
ATT00000267,STU000023,SCH009,2024-03-01,18,16,Other
ATT00000268,STU000023,SCH009,2024-04-01,22,21,Illness
ATT00000269,STU000023,SCH009,2024-05-01,21,15,Illness
ATT00000270,STU000023,SCH009,2024-06-01,18,18,
ATT00000271,STU000023,SCH009,2024-07-01,19,16,Medical
ATT00000272,STU000023,SCH009,2024-08-01,20,18,Unauthorised
ATT00000273,STU000023,SCH009,2024-09-01,21,19,Family
ATT00000274,STU000023,SCH009,2024-10-01,22,19,Unauthorised
ATT00000275,STU000023,SCH009,2024-11-01,18,15,Family
ATT00000276,STU000023,SCH009,2024-12-01,14,13,Unauthorised
ATT00000277,STU000024,SCH011,2024-01-01,0,0,
ATT00000278,STU000024,SCH011,2024-02-01,18,18,
ATT00000279,STU000024,SCH011,2024-03-01,21,15,Family
ATT00000280,STU000024,SCH011,2024-04-01,19,19,
ATT00000281,STU000024,SCH011,2024-05-01,19,13,Unauthorised
ATT00000282,STU000024,SCH011,2024-06-01,22,21,Illness
ATT00000283,STU000024,SCH011,2024-07-01,21,15,Family
ATT00000284,STU000024,SCH011,2024-08-01,21,20,Family
ATT00000285,STU000024,SCH011,2024-09-01,18,14,Illness
ATT00000286,STU000024,SCH011,2024-10-01,20,16,Illness
ATT00000287,STU000024,SCH011,2024-11-01,22,17,Other
ATT00000288,STU000024,SCH011,2024-12-01,15,12,Illness
ATT00000289,STU000025,SCH042,2024-01-01,0,0,
ATT00000290,STU000025,SCH042,2024-02-01,18,17,Unauthorised
ATT00000291,STU000025,SCH042,2024-03-01,22,22,
ATT00000292,STU000025,SCH042,2024-04-01,20,18,Family
ATT00000293,STU000025,SCH042,2024-05-01,18,15,Unauthorised
ATT00000294,STU000025,SCH042,2024-06-01,21,18,Family
ATT00000295,STU000025,SCH042,2024-07-01,18,18,
ATT00000296,STU000025,SCH042,2024-08-01,19,16,Illness
ATT00000297,STU000025,SCH042,2024-09-01,21,17,Illness
ATT00000298,STU000025,SCH042,2024-10-01,18,14,Other
ATT00000299,STU000025,SCH042,2024-11-01,18,12,Medical
ATT00000300,STU000025,SCH042,2024-12-01,13,10,Family
ATT00000301,STU000026,SCH043,2024-01-01,0,0,
ATT00000302,STU000026,SCH043,2024-02-01,20,19,Illness
ATT00000303,STU000026,SCH043,2024-03-01,20,19,Medical
ATT00000304,STU000026,SCH043,2024-04-01,21,20,Medical
ATT00000305,STU000026,SCH043,2024-05-01,18,18,
ATT00000306,STU000026,SCH043,2024-06-01,18,15,Illness
ATT00000307,STU000026,SCH043,2024-07-01,21,17,Medical
ATT00000308,STU000026,SCH043,2024-08-01,22,17,Medical
ATT00000309,STU000026,SCH043,2024-09-01,20,17,Unauthorised
ATT00000310,STU000026,SCH043,2024-10-01,18,16,Medical
ATT00000311,STU000026,SCH043,2024-11-01,19,17,Other
ATT00000312,STU000026,SCH043,2024-12-01,12,9,Other
ATT00000313,STU000027,SCH007,2024-01-01,0,0,
ATT00000314,STU000027,SCH007,2024-02-01,22,20,Family
ATT00000315,STU000027,SCH007,2024-03-01,21,19,Family
ATT00000316,STU000027,SCH007,2024-04-01,20,19,Unauthorised
ATT00000317,STU000027,SCH007,2024-05-01,21,18,Medical
ATT00000318,STU000027,SCH007,2024-06-01,22,18,Other
ATT00000319,STU000027,SCH007,2024-07-01,21,16,Medical
ATT00000320,STU000027,SCH007,2024-08-01,19,14,Other
ATT00000321,STU000027,SCH007,2024-09-01,20,20,
ATT00000322,STU000027,SCH007,2024-10-01,21,16,Medical
ATT00000323,STU000027,SCH007,2024-11-01,18,17,Family
ATT00000324,STU000027,SCH007,2024-12-01,15,10,Family
ATT00000325,STU000028,SCH014,2024-01-01,0,0,
ATT00000326,STU000028,SCH014,2024-02-01,21,16,Illness
ATT00000327,STU000028,SCH014,2024-03-01,18,16,Illness
ATT00000328,STU000028,SCH014,2024-04-01,22,20,Illness
ATT00000329,STU000028,SCH014,2024-05-01,21,15,Illness
ATT00000330,STU000028,SCH014,2024-06-01,20,15,Illness
ATT00000331,STU000028,SCH014,2024-07-01,22,18,Medical
ATT00000332,STU000028,SCH014,2024-08-01,19,18,Family
ATT00000333,STU000028,SCH014,2024-09-01,18,13,Unauthorised
ATT00000334,STU000028,SCH014,2024-10-01,21,18,Family
ATT00000335,STU000028,SCH014,2024-11-01,20,15,Other
ATT00000336,STU000028,SCH014,2024-12-01,13,13,
ATT00000337,STU000029,SCH017,2024-01-01,0,0,
ATT00000338,STU000029,SCH017,2024-02-01,18,16,Other
ATT00000339,STU000029,SCH017,2024-03-01,20,15,Family
ATT00000340,STU000029,SCH017,2024-04-01,19,13,Other
ATT00000341,STU000029,SCH017,2024-05-01,20,20,
ATT00000342,STU000029,SCH017,2024-06-01,21,20,Other
ATT00000343,STU000029,SCH017,2024-07-01,18,15,Family
ATT00000344,STU000029,SCH017,2024-08-01,22,17,Other
ATT00000345,STU000029,SCH017,2024-09-01,18,16,Medical
ATT00000346,STU000029,SCH017,2024-10-01,21,21,
ATT00000347,STU000029,SCH017,2024-11-01,19,19,
ATT00000348,STU000029,SCH017,2024-12-01,14,10,Illness
ATT00000349,STU000030,SCH003,2024-01-01,0,0,
ATT00000350,STU000030,SCH003,2024-02-01,20,20,
ATT00000351,STU000030,SCH003,2024-03-01,22,21,Unauthorised
ATT00000352,STU000030,SCH003,2024-04-01,19,17,Other
ATT00000353,STU000030,SCH003,2024-05-01,19,16,Family
ATT00000354,STU000030,SCH003,2024-06-01,20,17,Other
ATT00000355,STU000030,SCH003,2024-07-01,18,13,Other
ATT00000356,STU000030,SCH003,2024-08-01,21,18,Other
ATT00000357,STU000030,SCH003,2024-09-01,19,17,Medical
ATT00000358,STU000030,SCH003,2024-10-01,19,17,Unauthorised
ATT00000359,STU000030,SCH003,2024-11-01,18,13,Medical
ATT00000360,STU000030,SCH003,2024-12-01,13,10,Family
ATT00000361,STU000031,SCH017,2024-01-01,0,0,
ATT00000362,STU000031,SCH017,2024-02-01,18,12,Other
ATT00000363,STU000031,SCH017,2024-03-01,21,16,Unauthorised
ATT00000364,STU000031,SCH017,2024-04-01,19,19,
ATT00000365,STU000031,SCH017,2024-05-01,22,19,Unauthorised
ATT00000366,STU000031,SCH017,2024-06-01,21,19,Family
ATT00000367,STU000031,SCH017,2024-07-01,22,17,Family
ATT00000368,STU000031,SCH017,2024-08-01,19,16,Other
ATT00000369,STU000031,SCH017,2024-09-01,19,14,Unauthorised
ATT00000370,STU000031,SCH017,2024-10-01,22,19,Illness
ATT00000371,STU000031,SCH017,2024-11-01,22,17,Family
ATT00000372,STU000031,SCH017,2024-12-01,14,8,Unauthorised
ATT00000373,STU000032,SCH036,2024-01-01,0,0,
ATT00000374,STU000032,SCH036,2024-02-01,18,15,Family
ATT00000375,STU000032,SCH036,2024-03-01,22,17,Other
ATT00000376,STU000032,SCH036,2024-04-01,18,14,Unauthorised
ATT00000377,STU000032,SCH036,2024-05-01,20,18,Other
ATT00000378,STU000032,SCH036,2024-06-01,19,16,Family
ATT00000379,STU000032,SCH036,2024-07-01,21,18,Family
ATT00000380,STU000032,SCH036,2024-08-01,19,19,
ATT00000381,STU000032,SCH036,2024-09-01,19,17,Other
ATT00000382,STU000032,SCH036,2024-10-01,18,17,Other
ATT00000383,STU000032,SCH036,2024-11-01,21,18,Medical
ATT00000384,STU000032,SCH036,2024-12-01,11,9,Illness
ATT00000385,STU000033,SCH024,2024-01-01,0,0,
ATT00000386,STU000033,SCH024,2024-02-01,20,14,Illness
ATT00000387,STU000033,SCH024,2024-03-01,22,19,Unauthorised
ATT00000388,STU000033,SCH024,2024-04-01,20,17,Medical
ATT00000389,STU000033,SCH024,2024-05-01,20,15,Family
ATT00000390,STU000033,SCH024,2024-06-01,19,17,Medical
ATT00000391,STU000033,SCH024,2024-07-01,22,19,Other
ATT00000392,STU000033,SCH024,2024-08-01,20,14,Illness
ATT00000393,STU000033,SCH024,2024-09-01,21,17,Family
ATT00000394,STU000033,SCH024,2024-10-01,18,15,Unauthorised
ATT00000395,STU000033,SCH024,2024-11-01,18,15,Illness
ATT00000396,STU000033,SCH024,2024-12-01,11,9,Family
ATT00000397,STU000034,SCH020,2024-01-01,0,0,
ATT00000398,STU000034,SCH020,2024-02-01,22,20,Unauthorised
ATT00000399,STU000034,SCH020,2024-03-01,20,15,Medical
ATT00000400,STU000034,SCH020,2024-04-01,18,13,Unauthorised
ATT00000401,STU000034,SCH020,2024-05-01,18,13,Illness
ATT00000402,STU000034,SCH020,2024-06-01,20,14,Medical
ATT00000403,STU000034,SCH020,2024-07-01,20,15,Unauthorised
ATT00000404,STU000034,SCH020,2024-08-01,22,22,
ATT00000405,STU000034,SCH020,2024-09-01,21,18,Medical
ATT00000406,STU000034,SCH020,2024-10-01,20,16,Medical
ATT00000407,STU000034,SCH020,2024-11-01,22,20,Illness
ATT00000408,STU000034,SCH020,2024-12-01,11,7,Family
ATT00000409,STU000035,SCH014,2024-01-01,0,0,
ATT00000410,STU000035,SCH014,2024-02-01,18,17,Medical
ATT00000411,STU000035,SCH014,2024-03-01,21,21,
ATT00000412,STU000035,SCH014,2024-04-01,21,17,Family
ATT00000413,STU000035,SCH014,2024-05-01,19,17,Other
ATT00000414,STU000035,SCH014,2024-06-01,20,16,Family
ATT00000415,STU000035,SCH014,2024-07-01,19,17,Unauthorised
ATT00000416,STU000035,SCH014,2024-08-01,19,17,Other
ATT00000417,STU000035,SCH014,2024-09-01,22,22,
ATT00000418,STU000035,SCH014,2024-10-01,21,15,Illness
ATT00000419,STU000035,SCH014,2024-11-01,19,17,Family
ATT00000420,STU000035,SCH014,2024-12-01,12,12,
ATT00000421,STU000036,SCH036,2024-01-01,0,0,
ATT00000422,STU000036,SCH036,2024-02-01,21,18,Unauthorised
ATT00000423,STU000036,SCH036,2024-03-01,20,17,Illness
ATT00000424,STU000036,SCH036,2024-04-01,20,20,
ATT00000425,STU000036,SCH036,2024-05-01,18,13,Other
ATT00000426,STU000036,SCH036,2024-06-01,18,18,
ATT00000427,STU000036,SCH036,2024-07-01,18,16,Medical
ATT00000428,STU000036,SCH036,2024-08-01,19,15,Illness
ATT00000429,STU000036,SCH036,2024-09-01,19,13,Other
ATT00000430,STU000036,SCH036,2024-10-01,22,16,Family
ATT00000431,STU000036,SCH036,2024-11-01,20,16,Unauthorised
ATT00000432,STU000036,SCH036,2024-12-01,12,8,Illness
ATT00000433,STU000037,SCH016,2024-01-01,0,0,
ATT00000434,STU000037,SCH016,2024-02-01,18,17,Medical
ATT00000435,STU000037,SCH016,2024-03-01,21,21,
ATT00000436,STU000037,SCH016,2024-04-01,19,16,Medical
ATT00000437,STU000037,SCH016,2024-05-01,18,16,Medical
ATT00000438,STU000037,SCH016,2024-06-01,22,20,Family
ATT00000439,STU000037,SCH016,2024-07-01,22,22,
ATT00000440,STU000037,SCH016,2024-08-01,22,22,
ATT00000441,STU000037,SCH016,2024-09-01,21,19,Unauthorised
ATT00000442,STU000037,SCH016,2024-10-01,21,17,Unauthorised
