assessment_id,student_id,school_id,assessment_year,domain,score,proficiency_band
ASM00000101,STU000017,SCH044,2025,Numeracy,519,Medium
ASM00000102,STU000017,SCH044,2025,Writing,547,Medium
ASM00000103,STU000018,SCH039,2024,Reading,584,High
ASM00000104,STU000018,SCH039,2024,Numeracy,583,High
ASM00000105,STU000018,SCH039,2024,Writing,512,Medium
ASM00000106,STU000018,SCH039,2025,Reading,555,High
ASM00000107,STU000018,SCH039,2025,Numeracy,562,High
ASM00000108,STU000018,SCH039,2025,Writing,619,High
ASM00000109,STU000019,SCH037,2024,Reading,567,High
ASM00000110,STU000019,SCH037,2024,Numeracy,581,High
ASM00000111,STU000019,SCH037,2024,Writing,470,Medium
ASM00000112,STU000019,SCH037,2025,Reading,583,High
ASM00000113,STU000019,SCH037,2025,Numeracy,523,Medium
ASM00000114,STU000019,SCH037,2025,Writing,505,Medium
ASM00000115,STU000020,SCH021,2024,Reading,344,Low
ASM00000116,STU000020,SCH021,2024,Numeracy,334,Low
ASM00000117,STU000020,SCH021,2024,Writing,280,Low
ASM00000118,STU000020,SCH021,2025,Reading,307,Low
ASM00000119,STU000020,SCH021,2025,Numeracy,277,Low
ASM00000120,STU000020,SCH021,2025,Writing,271,Low
ASM00000121,STU000021,SCH020,2024,Reading,427,Medium
ASM00000122,STU000021,SCH020,2024,Numeracy,395,Low
ASM00000123,STU000021,SCH020,2024,Writing,391,Low
ASM00000124,STU000021,SCH020,2025,Reading,375,Low
ASM00000125,STU000021,SCH020,2025,Numeracy,416,Medium
ASM00000126,STU000021,SCH020,2025,Writing,323,Low
ASM00000127,STU000022,SCH040,2024,Reading,569,High
ASM00000128,STU000022,SCH040,2024,Numeracy,615,High
ASM00000129,STU000022,SCH040,2024,Writing,622,High
ASM00000130,STU000022,SCH040,2025,Reading,545,Medium
ASM00000131,STU000022,SCH040,2025,Numeracy,562,High
ASM00000132,STU000022,SCH040,2025,Writing,532,Medium
ASM00000133,STU000023,SCH009,2024,Reading,309,Low
ASM00000134,STU000023,SCH009,2024,Numeracy,336,Low
ASM00000135,STU000023,SCH009,2024,Writing,351,Low
ASM00000136,STU000023,SCH009,2025,Reading,417,Medium
ASM00000137,STU000023,SCH009,2025,Numeracy,309,Low
ASM00000138,STU000023,SCH009,2025,Writing,377,Low
ASM00000139,STU000024,SCH011,2024,Reading,469,Medium
ASM00000140,STU000024,SCH011,2024,Numeracy,451,Medium
ASM00000141,STU000024,SCH011,2024,Writing,482,Medium
ASM00000142,STU000024,SCH011,2025,Reading,528,Medium
ASM00000143,STU000024,SCH011,2025,Numeracy,470,Medium
ASM00000144,STU000024,SCH011,2025,Writing,473,Medium
ASM00000145,STU000025,SCH042,2024,Reading,402,Medium
ASM00000146,STU000025,SCH042,2024,Numeracy,445,Medium
ASM00000147,STU000025,SCH042,2024,Writing,425,Medium
ASM00000148,STU000025,SCH042,2025,Reading,421,Medium
ASM00000149,STU000025,SCH042,2025,Numeracy,422,Medium
ASM00000150,STU000025,SCH042,2025,Writing,450,Medium
ASM00000151,STU000026,SCH043,2024,Reading,342,Low
ASM00000152,STU000026,SCH043,2024,Numeracy,250,Low
ASM00000153,STU000026,SCH043,2024,Writing,311,Low
ASM00000154,STU000026,SCH043,2025,Reading,311,Low
ASM00000155,STU000026,SCH043,2025,Numeracy,267,Low
ASM00000156,STU000026,SCH043,2025,Writing,300,Low
ASM00000157,STU000027,SCH007,2024,Reading,425,Medium
ASM00000158,STU000027,SCH007,2024,Numeracy,473,Medium
ASM00000159,STU000027,SCH007,2024,Writing,402,Medium
ASM00000160,STU000027,SCH007,2025,Reading,430,Medium
ASM00000161,STU000027,SCH007,2025,Numeracy,371,Low
ASM00000162,STU000027,SCH007,2025,Writing,364,Low
ASM00000163,STU000028,SCH014,2024,Reading,588,High
ASM00000164,STU000028,SCH014,2024,Numeracy,550,High
ASM00000165,STU000028,SCH014,2024,Writing,527,Medium
ASM00000166,STU000028,SCH014,2025,Reading,538,Medium
ASM00000167,STU000028,SCH014,2025,Numeracy,516,Medium
ASM00000168,STU000028,SCH014,2025,Writing,561,High
ASM00000169,STU000029,SCH017,2024,Reading,532,Medium
ASM00000170,STU000029,SCH017,2024,Numeracy,498,Medium
ASM00000171,STU000029,SCH017,2024,Writing,422,Medium
ASM00000172,STU000029,SCH017,2025,Reading,477,Medium
ASM00000173,STU000029,SCH017,2025,Numeracy,419,Medium
ASM00000174,STU000029,SCH017,2025,Writing,526,Medium
ASM00000175,STU000030,SCH003,2024,Reading,319,Low
ASM00000176,STU000030,SCH003,2024,Numeracy,320,Low
ASM00000177,STU000030,SCH003,2024,Writing,327,Low
ASM00000178,STU000030,SCH003,2025,Reading,320,Low
ASM00000179,STU000030,SCH003,2025,Numeracy,250,Low
ASM00000180,STU000030,SCH003,2025,Writing,302,Low
ASM00000181,STU000031,SCH017,2024,Reading,544,Medium
ASM00000182,STU000031,SCH017,2024,Numeracy,551,High
ASM00000183,STU000031,SCH017,2024,Writing,539,Medium
ASM00000184,STU000031,SCH017,2025,Reading,558,High
ASM00000185,STU000031,SCH017,2025,Numeracy,506,Medium
ASM00000186,STU000031,SCH017,2025,Writing,519,Medium
ASM00000187,STU000032,SCH036,2024,Reading,262,Low
ASM00000188,STU000032,SCH036,2024,Numeracy,304,Low
ASM00000189,STU000032,SCH036,2024,Writing,311,Low
ASM00000190,STU000032,SCH036,2025,Reading,271,Low
ASM00000191,STU000032,SCH036,2025,Numeracy,255,Low
ASM00000192,STU000032,SCH036,2025,Writing,339,Low
ASM00000193,STU000033,SCH024,2024,Reading,412,Medium
ASM00000194,STU000033,SCH024,2024,Numeracy,372,Low
ASM00000195,STU000033,SCH024,2024,Writing,425,Medium
ASM00000196,STU000033,SCH024,2025,Reading,389,Low
ASM00000197,STU000033,SCH024,2025,Numeracy,359,Low
ASM00000198,STU000033,SCH024,2025,Writing,360,Low
ASM00000199,STU000034,SCH020,2024,Reading,396,Low
ASM00000200,STU000034,SCH020,2024,Numeracy,295,Low
ASM00000201,STU000034,SCH020,2024,Writing,374,Low
ASM00000202,STU000034,SCH020,2025,Reading,334,Low
ASM00000203,STU000034,SCH020,2025,Numeracy,295,Low
ASM00000204,STU000034,SCH020,2025,Writing,362,Low
ASM00000205,STU000035,SCH014,2024,Reading,549,Medium
ASM00000206,STU000035,SCH014,2024,Numeracy,554,High
ASM00000207,STU000035,SCH014,2024,Writing,525,Medium
ASM00000208,STU000035,SCH014,2025,Reading,535,Medium
ASM00000209,STU000035,SCH014,2025,Numeracy,536,Medium
ASM00000210,STU000035,SCH014,2025,Writing,568,High
ASM00000211,STU000036,SCH036,2024,Reading,502,Medium
ASM00000212,STU000036,SCH036,2024,Numeracy,422,Medium
ASM00000213,STU000036,SCH036,2024,Writing,405,Medium
ASM00000214,STU000036,SCH036,2025,Reading,517,Medium
ASM00000215,STU000036,SCH036,2025,Numeracy,491,Medium
ASM00000216,STU000036,SCH036,2025,Writing,387,Low
ASM00000217,STU000037,SCH016,2024,Reading,468,Medium
ASM00000218,STU000037,SCH016,2024,Numeracy,391,Low
ASM00000219,STU000037,SCH016,2024,Writing,395,Low
ASM00000220,STU000037,SCH016,2025,Reading,452,Medium
ASM00000221,STU000037,SCH016,2025,Numeracy,447,Medium
ASM00000222,STU000037,SCH016,2025,Writing,421,Medium
ASM00000223,STU000038,SCH002,2024,Reading,385,Low
ASM00000224,STU000038,SCH002,2024,Numeracy,322,Low
ASM00000225,STU000038,SCH002,2024,Writing,307,Low
ASM00000226,STU000038,SCH002,2025,Reading,318,Low
ASM00000227,STU000038,SCH002,2025,Numeracy,279,Low
ASM00000228,STU000038,SCH002,2025,Writing,380,Low
ASM00000229,STU000039,SCH027,2024,Reading,536,Medium
ASM00000230,STU000039,SCH027,2024,Numeracy,470,Medium
ASM00000231,STU000039,SCH027,2024,Writing,552,High
ASM00000232,STU000039,SCH027,2025,Reading,568,High
ASM00000233,STU000039,SCH027,2025,Numeracy,547,Medium
ASM00000234,STU000039,SCH027,2025,Writing,438,Medium
ASM00000235,STU000040,SCH003,2024,Reading,493,Medium
ASM00000236,STU000040,SCH003,2024,Numeracy,436,Medium
ASM00000237,STU000040,SCH003,2024,Writing,443,Medium
ASM00000238,STU000040,SCH003,2025,Reading,460,Medium
ASM00000239,STU000040,SCH003,2025,Numeracy,482,Medium
ASM00000240,STU000040,SCH003,2025,Writing,388,Low
ASM00000241,STU000041,SCH030,2024,Reading,377,Low
ASM00000242,STU000041,SCH030,2024,Numeracy,428,Medium
ASM00000243,STU000041,SCH030,2024,Writing,478,Medium
ASM00000244,STU000041,SCH030,2025,Reading,432,Medium
ASM00000245,STU000041,SCH030,2025,Numeracy,471,Medium
ASM00000246,STU000041,SCH030,2025,Writing,399,Low
ASM00000247,STU000042,SCH043,2024,Reading,301,Low
ASM00000248,STU000042,SCH043,2024,Numeracy,271,Low
ASM00000249,STU000042,SCH043,2024,Writing,374,Low
ASM00000250,STU000042,SCH043,2025,Reading,393,Low
ASM00000251,STU000042,SCH043,2025,Numeracy,296,Low
ASM00000252,STU000042,SCH043,2025,Writing,346,Low
ASM00000253,STU000043,SCH050,2024,Reading,326,Low
ASM00000254,STU000043,SCH050,2024,Numeracy,359,Low
ASM00000255,STU000043,SCH050,2024,Writing,389,Low
ASM00000256,STU000043,SCH050,2025,Reading,357,Low
ASM00000257,STU000043,SCH050,2025,Numeracy,311,Low
ASM00000258,STU000043,SCH050,2025,Writing,362,Low
ASM00000259,STU000044,SCH035,2024,Reading,332,Low
ASM00000260,STU000044,SCH035,2024,Numeracy,405,Medium
ASM00000261,STU000044,SCH035,2024,Writing,401,Medium
ASM00000262,STU000044,SCH035,2025,Reading,356,Low
ASM00000263,STU000044,SCH035,2025,Numeracy,399,Low
ASM00000264,STU000044,SCH035,2025,Writing,366,Low
ASM00000265,STU000045,SCH017,2024,Reading,464,Medium
ASM00000266,STU000045,SCH017,2024,Numeracy,462,Medium
ASM00000267,STU000045,SCH017,2024,Writing,541,Medium
ASM00000268,STU000045,SCH017,2025,Reading,494,Medium
ASM00000269,STU000045,SCH017,2025,Numeracy,532,Medium
ASM00000270,STU000045,SCH017,2025,Writing,456,Medium
ASM00000271,STU000046,SCH039,2024,Reading,592,High
ASM00000272,STU000046,SCH039,2024,Numeracy,655,High
ASM00000273,STU000046,SCH039,2024,Writing,631,High
ASM00000274,STU000046,SCH039,2025,Reading,656,High
ASM00000275,STU000046,SCH039,2025,Numeracy,597,High
ASM00000276,STU000046,SCH039,2025,Writing,630,High
ASM00000277,STU000047,SCH033,2024,Reading,263,Low
ASM00000278,STU000047,SCH033,2024,Numeracy,313,Low
ASM00000279,STU000047,SCH033,2024,Writing,341,Low
ASM00000280,STU000047,SCH033,2025,Reading,362,Low
ASM00000281,STU000047,SCH033,2025,Numeracy,282,Low
ASM00000282,STU000047,SCH033,2025,Writing,262,Low
ASM00000283,STU000048,SCH003,2024,Reading,486,Medium
ASM00000284,STU000048,SCH003,2024,Numeracy,368,Low
ASM00000285,STU000048,SCH003,2024,Writing,392,Low
ASM00000286,STU000048,SCH003,2025,Reading,477,Medium
ASM00000287,STU000048,SCH003,2025,Numeracy,370,Low
ASM00000288,STU000048,SCH003,2025,Writing,379,Low
ASM00000289,STU000049,SCH035,2024,Reading,495,Medium
ASM00000290,STU000049,SCH035,2024,Numeracy,404,Medium
ASM00000291,STU000049,SCH035,2024,Writing,446,Medium
ASM00000292,STU000049,SCH035,2025,Reading,421,Medium
ASM00000293,STU000049,SCH035,2025,Numeracy,403,Medium
ASM00000294,STU000049,SCH035,2025,Writing,420,Medium
ASM00000295,STU000050,SCH005,2024,Reading,527,Medium
ASM00000296,STU000050,SCH005,2024,Numeracy,488,Medium
ASM00000297,STU000050,SCH005,2024,Writing,531,Medium
ASM00000298,STU000050,SCH005,2025,Reading,578,High
ASM00000299,STU000050,SCH005,2025,Numeracy,569,High
ASM00000300,STU000050,SCH005,2025,Writing,576,High
ASM00000301,STU000051,SCH020,2024,Reading,404,Medium
ASM00000302,STU000051,SCH020,2024,Numeracy,440,Medium
ASM00000303,STU000051,SCH020,2024,Writing,408,Medium
ASM00000304,STU000051,SCH020,2025,Reading,415,Medium
ASM00000305,STU000051,SCH020,2025,Numeracy,344,Low
ASM00000306,STU000051,SCH020,2025,Writing,387,Low
ASM00000307,STU000052,SCH045,2024,Reading,357,Low
ASM00000308,STU000052,SCH045,2024,Numeracy,406,Medium
ASM00000309,STU000052,SCH045,2024,Writing,392,Low
ASM00000310,STU000052,SCH045,2025,Reading,420,Medium
ASM00000311,STU000052,SCH045,2025,Numeracy,330,Low
ASM00000312,STU000052,SCH045,2025,Writing,365,Low
ASM00000313,STU000053,SCH025,2024,Reading,564,High
ASM00000314,STU000053,SCH025,2024,Numeracy,524,Medium
ASM00000315,STU000053,SCH025,2024,Writing,514,Medium
ASM00000316,STU000053,SCH025,2025,Reading,509,Medium
ASM00000317,STU000053,SCH025,2025,Numeracy,459,Medium
ASM00000318,STU000053,SCH025,2025,Writing,471,Medium
ASM00000319,STU000054,SCH001,2024,Reading,506,Medium
ASM00000320,STU000054,SCH001,2024,Numeracy,496,Medium
ASM00000321,STU000054,SCH001,2024,Writing,558,High
ASM00000322,STU000054,SCH001,2025,Reading,552,High
ASM00000323,STU000054,SCH001,2025,Numeracy,506,Medium
ASM00000324,STU000054,SCH001,2025,Writing,476,Medium
ASM00000325,STU000055,SCH039,2024,Reading,613,High
ASM00000326,STU000055,SCH039,2024,Numeracy,544,Medium
ASM00000327,STU000055,SCH039,2024,Writing,580,High
ASM00000328,STU000055,SCH039,2025,Reading,581,High
ASM00000329,STU000055,SCH039,2025,Numeracy,567,High
ASM00000330,STU000055,SCH039,2025,Writing,548,Medium
ASM00000331,STU000056,SCH033,2024,Reading,426,Medium
ASM00000332,STU000056,SCH033,2024,Numeracy,330,Low
ASM00000333,STU000056,SCH033,2024,Writing,404,Medium
ASM00000334,STU000056,SCH033,2025,Reading,349,Low
ASM00000335,STU000056,SCH033,2025,Numeracy,315,Low
ASM00000336,STU000056,SCH033,2025,Writing,324,Low
ASM00000337,STU000057,SCH019,2024,Reading,652,High
ASM00000338,STU000057,SCH019,2024,Numeracy,608,High
ASM00000339,STU000057,SCH019,2024,Writing,580,High
ASM00000340,STU000057,SCH019,2025,Reading,649,High
ASM00000341,STU000057,SCH019,2025,Numeracy,659,High
ASM00000342,STU000057,SCH019,2025,Writing,626,High
ASM00000343,STU000058,SCH015,2024,Reading,437,Medium
ASM00000344,STU000058,SCH015,2024,Numeracy,409,Medium
ASM00000345,STU000058,SCH015,2024,Writing,452,Medium
ASM00000346,STU000058,SCH015,2025,Reading,439,Medium
ASM00000347,STU000058,SCH015,2025,Numeracy,426,Medium
ASM00000348,STU000058,SCH015,2025,Writing,416,Medium
ASM00000349,STU000059,SCH031,2024,Reading,457,Medium
ASM00000350,STU000059,SCH031,2024,Numeracy,346,Low
ASM00000351,STU000059,SCH031,2024,Writing,436,Medium
ASM00000352,STU000059,SCH031,2025,Reading,397,Low
ASM00000353,STU000059,SCH031,2025,Numeracy,436,Medium
ASM00000354,STU000059,SCH031,2025,Writing,425,Medium
ASM00000355,STU000060,SCH041,2024,Reading,615,High
ASM00000356,STU000060,SCH041,2024,Numeracy,622,High
ASM00000357,STU000060,SCH041,2024,Writing,604,High
ASM00000358,STU000060,SCH041,2025,Reading,554,High
ASM00000359,STU000060,SCH041,2025,Numeracy,603,High
ASM00000360,STU000060,SCH041,2025,Writing,550,High
ASM00000361,STU000061,SCH016,2024,Reading,394,Low
ASM00000362,STU000061,SCH016,2024,Numeracy,292,Low
ASM00000363,STU000061,SCH016,2024,Writing,312,Low
ASM00000364,STU000061,SCH016,2025,Reading,346,Low
ASM00000365,STU000061,SCH016,2025,Numeracy,269,Low
ASM00000366,STU000061,SCH016,2025,Writing,339,Low
ASM00000367,STU000062,SCH050,2024,Reading,365,Low
ASM00000368,STU000062,SCH050,2024,Numeracy,300,Low
ASM00000369,STU000062,SCH050,2024,Writing,261,Low
ASM00000370,STU000062,SCH050,2025,Reading,282,Low
ASM00000371,STU000062,SCH050,2025,Numeracy,256,Low
ASM00000372,STU000062,SCH050,2025,Writing,308,Low
ASM00000373,STU000063,SCH045,2024,Reading,352,Low
ASM00000374,STU000063,SCH045,2024,Numeracy,378,Low
ASM00000375,STU000063,SCH045,2024,Writing,405,Medium
ASM00000376,STU000063,SCH045,2025,Reading,378,Low
ASM00000377,STU000063,SCH045,2025,Numeracy,380,Low
ASM00000378,STU000063,SCH045,2025,Writing,351,Low
ASM00000379,STU000064,SCH008,2024,Reading,366,Low
ASM00000380,STU000064,SCH008,2024,Numeracy,416,Medium
ASM00000381,STU000064,SCH008,2024,Writing,362,Low
ASM00000382,STU000064,SCH008,2025,Reading,399,Low
ASM00000383,STU000064,SCH008,2025,Numeracy,406,Medium
ASM00000384,STU000064,SCH008,2025,Writing,318,Low
ASM00000385,STU000065,SCH036,2024,Reading,432,Medium
ASM00000386,STU000065,SCH036,2024,Numeracy,420,Medium
ASM00000387,STU000065,SCH036,2024,Writing,454,Medium
ASM00000388,STU000065,SCH036,2025,Reading,466,Medium
ASM00000389,STU000065,SCH036,2025,Numeracy,457,Medium
ASM00000390,STU000065,SCH036,2025,Writing,408,Medium
ASM00000391,STU000066,SCH047,2024,Reading,385,Low
ASM00000392,STU000066,SCH047,2024,Numeracy,432,Medium
ASM00000393,STU000066,SCH047,2024,Writing,433,Medium
ASM00000394,STU000066,SCH047,2025,Reading,449,Medium
ASM00000395,STU000066,SCH047,2025,Numeracy,403,Medium
ASM00000396,STU000066,SCH047,2025,Writing,415,Medium
ASM00000397,STU000067,SCH011,2024,Reading,602,High
ASM00000398,STU000067,SCH011,2024,Numeracy,587,High
ASM00000399,STU000067,SCH011,2024,Writing,617,High
ASM00000400,STU000067,SCH011,2025,Reading,568,High
ASM00000401,STU000067,SCH011,2025,Numeracy,574,High
ASM00000402,STU000067,SCH011,2025,Writing,535,Medium
ASM00000403,STU000068,SCH016,2024,Reading,418,Medium
ASM00000404,STU000068,SCH016,2024,Numeracy,504,Medium
ASM00000405,STU000068,SCH016,2024,Writing,454,Medium
ASM00000406,STU000068,SCH016,2025,Reading,498,Medium
ASM00000407,STU000068,SCH016,2025,Numeracy,445,Medium
ASM00000408,STU000068,SCH016,2025,Writing,413,Medium
ASM00000409,STU000069,SCH016,2024,Reading,331,Low
ASM00000410,STU000069,SCH016,2024,Numeracy,297,Low
ASM00000411,STU000069,SCH016,2024,Writing,356,Low
ASM00000412,STU000069,SCH016,2025,Reading,398,Low
ASM00000413,STU000069,SCH016,2025,Numeracy,378,Low
ASM00000414,STU000069,SCH016,2025,Writing,310,Low
ASM00000415,STU000070,SCH022,2024,Reading,420,Medium
ASM00000416,STU000070,SCH022,2024,Numeracy,370,Low
ASM00000417,STU000070,SCH022,2024,Writing,391,Low
ASM00000418,STU000070,SCH022,2025,Reading,307,Low
ASM00000419,STU000070,SCH022,2025,Numeracy,375,Low
ASM00000420,STU000070,SCH022,2025,Writing,344,Low
ASM00000421,STU000071,SCH015,2024,Reading,428,Medium
ASM00000422,STU000071,SCH015,2024,Numeracy,368,Low
ASM00000423,STU000071,SCH015,2024,Writing,373,Low
ASM00000424,STU000071,SCH015,2025,Reading,338,Low
ASM00000425,STU000071,SCH015,2025,Numeracy,335,Low
ASM00000426,STU000071,SCH015,2025,Writing,400,Medium
ASM00000427,STU000072,SCH027,2024,Reading,518,Medium
ASM00000428,STU000072,SCH027,2024,Numeracy,570,High
ASM00000429,STU000072,SCH027,2024,Writing,550,High
ASM00000430,STU000072,SCH027,2025,Reading,560,High
ASM00000431,STU000072,SCH027,2025,Numeracy,482,Medium
ASM00000432,STU000072,SCH027,2025,Writing,503,Medium
ASM00000433,STU000073,SCH027,2024,Reading,514,Medium
ASM00000434,STU000073,SCH027,2024,Numeracy,549,Medium
ASM00000435,STU000073,SCH027,2024,Writing,543,Medium
ASM00000436,STU000073,SCH027,2025,Reading,579,High
ASM00000437,STU000073,SCH027,2025,Numeracy,586,High
ASM00000438,STU000073,SCH027,2025,Writing,508,Medium
ASM00000439,STU000074,SCH002,2024,Reading,408,Medium
ASM00000440,STU000074,SCH002,2024,Numeracy,446,Medium
ASM00000441,STU000074,SCH002,2024,Writing,472,Medium
ASM00000442,STU000074,SCH002,2025,Reading,454,Medium
ASM00000443,STU000074,SCH002,2025,Numeracy,407,Medium
ASM00000444,STU000074,SCH002,2025,Writing,397,Low
ASM00000445,STU000075,SCH001,2024,Reading,533,Medium
ASM00000446,STU000075,SCH001,2024,Numeracy,482,Medium
ASM00000447,STU000075,SCH001,2024,Writing,539,Medium
ASM00000448,STU000075,SCH001,2025,Reading,571,High
ASM00000449,STU000075,SCH001,2025,Numeracy,538,Medium
ASM00000450,STU000075,SCH001,2025,Writing,464,Medium
ASM00000451,STU000076,SCH027,2024,Reading,476,Medium
ASM00000452,STU000076,SCH027,2024,Numeracy,501,Medium
ASM00000453,STU000076,SCH027,2024,Writing,501,Medium
ASM00000454,STU000076,SCH027,2025,Reading,499,Medium
ASM00000455,STU000076,SCH027,2025,Numeracy,507,Medium
ASM00000456,STU000076,SCH027,2025,Writing,484,Medium
ASM00000457,STU000077,SCH002,2024,Reading,387,Low
ASM00000458,STU000077,SCH002,2024,Numeracy,375,Low
ASM00000459,STU000077,SCH002,2024,Writing,328,Low
ASM00000460,STU000077,SCH002,2025,Reading,398,Low
ASM00000461,STU000077,SCH002,2025,Numeracy,409,Medium
ASM00000462,STU000077,SCH002,2025,Writing,366,Low
ASM00000463,STU000078,SCH030,2024,Reading,412,Medium
ASM00000464,STU000078,SCH030,2024,Numeracy,364,Low
ASM00000465,STU000078,SCH030,2024,Writing,299,Low
